,bar_id,bar_name,popularity,rating,price,review_count,num_stations_pinged,empty_slots,free_bikes,total_slots,percent_used
228,59622257531593143d4e0ff9,Nacarat,0.98,8.0,3.0,28.0,25.0,11,8,19,58.0
229,550bd362498e0e9050efe954,Escondite,0.97,8.0,2.0,247.0,43.0,11,8,19,58.0
230,4b0435bcf964a520215222e3,Nyks Bistro Pub,0.99,8.8,2.0,38.0,22.0,11,8,19,58.0
231,556467ea498e21a8004aabc5,Tommy,0.98,8.4,1.0,49.0,15.0,11,8,19,58.0
232,583677b7288b6a0d9c6b399f,Bord'Elle,0.97,7.8,3.0,148.0,4.0,11,8,19,58.0
233,Q2SjioubbDH3p5GN2f-fZg,Botero,0.47,9.0,2.0,2.0,16.0,11,8,19,58.0
234,E-HDevNTu_UIKIx8MA_RMA,NYK'S,0.66,8.0,2.0,188.0,29.0,11,8,19,58.0
235,hhoF0oNZaSY-G4a6jkNpDg,La Voûte,0.77,8.0,4.0,34.0,13.0,11,8,19,58.0
236,t2Eg5QRgLg9DWUeMe_Duhg,Sarah B.,0.84,8.0,2.0,28.0,14.0,11,8,19,58.0
237,-hCG6fsmBbUxLkvBkCyuiw,Le Confessionnal,0.14,6.0,2.0,18.0,12.0,11,8,19,58.0
238,eLajoeeUpG6gZuICUQNMVw,Gokudo,0.48,9.0,2.0,62.0,27.0,11,8,19,58.0
239,XI3iNUgChOfJk5ppjKVEQQ,Barroco,0.98,9.0,3.0,301.0,15.0,11,8,19,58.0
240,cgYU1DKsvUgBvjp35ZimJQ,Pub Victoria,0.77,6.0,2.0,14.0,11.0,11,8,19,58.0
241,556902a1498e618f7c287e74,Soubois,0.98,6.0,2.0,38.0,18.0,39,9,48,81.0
242,5928b8f482a7501cafce9f60,Bar George,0.98,8.5,3.0,109.0,17.0,39,9,48,81.0
243,567aba8e498e6b5bdd0ad844,Bar Cloakroom,0.98,8.6,3.0,182.0,14.0,39,9,48,81.0
244,4b08d25cf964a520a41223e3,Ye Olde Orchard Pub & Grill,0.98,8.3,2.0,194.0,22.0,39,9,48,81.0
245,53701414498ec249d96976cc,Brass Door,0.96,8.0,1.0,29.0,6.0,39,9,48,81.0
246,4ad4c06bf964a52024f920e3,Upstairs Jazz Bar & Grill,0.98,8.4,2.0,205.0,17.0,39,9,48,81.0
247,56453da5498e11179bd146d7,C'Cho-Colat,0.97,8.1,1.0,106.0,12.0,39,9,48,81.0
248,evTWdlBsQl6EMiVcm0fXww,Cloakroom Bar,0.05,10.0,3.0,194.0,22.0,39,9,48,81.0
249,ol-aOSZbIh46Uy3tKjciaA,Mad Hatter Pub,0.0,8.0,1.0,101.0,26.0,39,9,48,81.0
250,oAUi0mz8MTbBIzGKK1AyWA,N Sur Mackay,0.25,9.0,2.0,89.0,26.0,39,9,48,81.0
251,HfcveKmEBGQo-Sp9CGiyHA,Grumpy's Bar,0.03,8.0,1.0,36.0,27.0,39,9,48,81.0
252,H_rv7lLUIziHo3ntKjOUuw,Alice Bar,0.98,8.0,2.0,3.0,18.0,39,9,48,81.0
253,vr7AxduHXDabV5Ha4AlZxw,The Brass Door Pub,0.43,8.0,1.0,35.0,7.0,39,9,48,81.0
254,khG1RMnSphhbOSjkMT2XrA,Le Warehouse,0.71,7.0,1.0,161.0,17.0,39,9,48,81.0
255,N8n_6SyhRN_ebAFkkUfPQg,Piranha Bar,0.05,7.0,2.0,22.0,17.0,39,9,48,81.0
256,MaI_EevMbWBUnK36L4pAng,Sir Winston Churchill Pub,0.8,7.0,2.0,143.0,11.0,39,9,48,81.0
257,Mazv23vyWF_86RjTfLJcSg,Peel Pub,0.89,6.0,1.0,109.0,16.0,39,9,48,81.0
258,tQdX2txQNiCgC2pbjLzFGA,Notre-Bœuf-de-Grâce,0.1,8.0,2.0,56.0,10.0,39,9,48,81.0
259,vRLIiqmbAswP4DMAvjYj6A,Ziggy's Pub,0.88,7.0,2.0,35.0,7.0,39,9,48,81.0
260,57fffed138fa0da136f2a8e3,La Cage,1.0,8.4,1.0,90.0,12.0,19,10,29,66.0
261,4ae4d07df964a520669e21e3,Benelux,0.99,8.0,1.0,127.0,11.0,3,19,22,14.0
262,4ae0e7f9f964a520928321e3,Pullman,0.97,8.0,2.0,204.0,16.0,3,19,22,14.0
263,4b6e6475f964a52081bb2ce3,McKibbin's Irish Pub,0.99,7.0,2.0,62.0,14.0,3,19,22,14.0
264,52d731d011d2a0079c930734,Biiru,0.97,8.2,2.0,46.0,11.0,3,19,22,14.0
265,SfHE6qK6dT7wxX-Ow82tRg,Café Parvis,0.23,8.0,2.0,223.0,12.0,3,19,22,14.0
266,koG71Tmokay8IBV580qanA,Blvd44,0.67,5.0,2.0,26.0,5.0,3,19,22,14.0
267,LxiwqfN59A1pDdYd7NyJQQ,Biirū,0.03,8.0,2.0,191.0,12.0,3,19,22,14.0
268,bI28nvujPldWdWsQ5sVRlQ,Apartment 200,0.33,6.0,2.0,72.0,6.0,3,19,22,14.0
269,58af99d2f22995176a094d1f,Siboire,0.98,7.7,2.0,222.0,4.0,15,3,18,83.0
270,uYPMY3v1w85b5adrW-giLg,Clébard,0.37,7.0,2.0,19.0,7.0,15,3,18,83.0
271,tslgvM54OLOeUPqD48p72w,Quai des Brumes,0.58,7.0,1.0,18.0,5.0,15,3,18,83.0
272,4cae667a1463a143f58f8ca9,Taverne Metro-Pub,0.96,8.2,2.0,162.0,4.0,22,0,22,100.0
273,4c6b77620c3ac9b64239d238,Bar Sexe Mania,0.95,8.2,2.0,68.0,3.0,22,0,22,100.0
274,4e1631551495f6691bf04a74,The Kath Women,0.09,8.2,1.0,142.0,3.0,22,0,22,100.0
275,4dfffdabae6001fafcac02df,Bar Fullum,0.96,8.2,2.0,159.0,4.0,22,0,22,100.0
276,4ae39fe71c9a42a9f3218291,Pro Max Pub,0.38,8.2,2.0,79.0,3.0,22,0,22,100.0
277,d59bb0c519244a9ef1279ccc,Pro-Max Pub,0.2,8.2,2.0,176.0,2.0,22,0,22,100.0
278,4b19b820f964a520afe223e3,Astral 2000,0.93,5.2,2.0,189.0,1.0,22,0,22,100.0
279,0cc4274e64dd439ff406d3b7,Alfred's Damn Right Joint,0.9,8.2,2.0,152.0,2.0,22,0,22,100.0
280,52a3688811d2c18af186e13a,Bier Markt,0.99,7.7,2.0,88.0,6.0,22,4,26,85.0
281,QouAo7lqUhPtW7qZpkNS8g,La Cage ,0.87,7.0,2.0,36.0,12.0,22,4,26,85.0
282,5ek7jh5HvAaR34I5EdyNCg,Henri - Brasserie Francaise,0.57,8.0,3.0,44.0,12.0,22,4,26,85.0
283,aHRwaqenQHy98AwWjbHvdA,Ye Olde Orchard,0.14,8.0,2.0,83.0,7.0,22,4,26,85.0
284,5238c53411d28de3660ad07f,Etoh Brasserie,0.99,8.4,2.0,101.0,4.0,21,16,37,57.0
285,4c203792b4e62d7f2ee1e093,Bar la Québécoise,0.9,7.1,1.0,203.0,4.0,21,16,37,57.0
286,4ca6c3a1a6e08cfa74517e94,Bar Pam Pam,0.82,8.2,1.0,18.0,4.0,6,27,33,18.0
287,b08bbcc843104ea1d6b02c3b,Ritz Bar,0.46,8.2,2.0,12.0,2.0,6,27,33,18.0
288,5271be1911d2c6270f077c3f,Cozmos Café Bar,0.99,8.2,1.0,11.0,4.0,6,27,33,18.0
289,4ed948e0c2ee3cd6444a7e19,Bande Paul,0.59,8.2,2.0,86.0,3.0,6,27,33,18.0
290,4c1e1ffffcf8c9b684bbac0b,Bar Sportivo,0.94,5.7,1.0,93.0,1.0,6,27,33,18.0
291,595d3687898bdc5f36d6b0af,Kamehameha Snack-Bar,0.91,7.3,2.0,2.0,1.0,9,8,17,53.0
292,50bfe73ce4b0a80fdba120c1,Le Bureau Bar a Tapas,0.95,8.3,3.0,173.0,16.0,30,5,35,86.0
293,593054634aa3f82f20e61573,Monopole,0.97,10.0,1.0,21.0,11.0,30,5,35,86.0
294,53977b1a498ee68a34848261,Zibo,0.99,7.8,2.0,28.0,9.0,30,5,35,86.0
295,5c424340dab4b1002ce2f25c,Milky Way Cocktail Bar,0.98,8.6,3.0,62.0,6.0,30,5,35,86.0
296,55df496d498eac393a801eb6,Bird Bar,0.95,7.9,1.0,13.0,8.0,30,5,35,86.0
297,56ec7718498e0ec380cdf79a,Knox Taverne,0.97,8.1,2.0,39.0,7.0,30,5,35,86.0
298,4f722440e4b0995f2face125,New City Gas,0.98,7.7,2.0,13.0,9.0,30,5,35,86.0
299,55720dc6498e200d00257919,Lord William Pub,0.98,7.5,1.0,190.0,9.0,30,5,35,86.0
300,4b47a1eaf964a5203c3826e3,Resto-pub le 100 génies,0.99,6.5,2.0,198.0,5.0,30,5,35,86.0
301,56dc5cb3498ed1be4ca910ab,Association Montréal Beach,0.41,8.2,2.0,187.0,1.0,30,5,35,86.0
302,cB65Ezz9-FewdTiHtT84jg,Pub Lord William,0.79,8.0,2.0,38.0,18.0,30,5,35,86.0
303,U57wwW8EcfVPpEiEhJyUJg,Industria Pizzeria + Bar,0.58,7.0,2.0,44.0,7.0,30,5,35,86.0
304,m-dBv0j_MHKnFC_PJGJDyg,Perles et Paddock,0.94,8.0,4.0,50.0,16.0,30,5,35,86.0
305,OixAX9U7ukSgEc8SIzScow,Resto-Pub 100 Génies,0.42,6.0,2.0,8.0,10.0,30,5,35,86.0
306,10RFV-vuQ52VUkmzFXbWaA,Le Bureau,0.27,7.0,3.0,33.0,14.0,30,5,35,86.0
307,7rjsddY6fB_SJXIVOLywTQ,Knox,0.36,9.0,2.0,19.0,7.0,30,5,35,86.0
308,pdyYkeJl64LvDgfxbNzNTw,Mélisse,0.65,9.0,2.0,45.0,8.0,30,5,35,86.0
309,7bdU3QMrMHwvm9D2H6VV9A,Arem Restaurant,0.91,3.0,2.0,4.0,11.0,30,5,35,86.0
310,2xBmsmgKHJaqV7uWpbmMiA,Bar le Sénateur,0.97,7.0,3.0,6.0,6.0,30,5,35,86.0
311,dkrWH6vG9SqzLRzC3rB10A,Taverne 1909 signé St-Hubert,0.69,5.0,2.0,40.0,3.0,30,5,35,86.0
312,51d36b04498e0485ae7335e3,Le Vin Papillon,0.95,9.0,3.0,145.0,11.0,8,6,14,57.0
313,4ae3a16cf964a520729721e3,Burgundy Lion,0.97,8.7,2.0,180.0,11.0,8,6,14,57.0
314,577ef91f498eccce05ee8202,Atwater Cocktail Club,0.99,9.0,3.0,120.0,8.0,8,6,14,57.0
315,4d82b213e83fa14327853da1,Drinkerie Ste-Cunégonde,0.97,7.5,2.0,100.0,8.0,8,6,14,57.0
316,573e6e51cd10204ed96a075d,El Gordo,0.95,7.2,2.0,201.0,8.0,8,6,14,57.0
317,583df7e572714f2d3df950c7,Moose Bawr,0.98,7.0,2.0,81.0,3.0,8,6,14,57.0
318,582e6cac761b1a3f49712ade,Kampai Garden,0.98,7.2,1.0,103.0,3.0,8,6,14,57.0
319,o05HPzyrpcguxH9AL1Knvw,Pub Burgundy Lion,0.28,8.0,2.0,234.0,15.0,8,6,14,57.0
320,7WjfywEVPymUMFz2eEz9Tg,La Drinkerie Ste-Cunégonde,0.97,8.0,2.0,51.0,14.0,8,6,14,57.0
321,U4aFxVyXfPc7Yh46oTRzOQ,Canal Lounge,0.82,9.0,2.0,28.0,9.0,8,6,14,57.0
322,wGL1O5ZAxeag8YsCTkhvdw,Bar Ganadara,0.43,8.0,2.0,72.0,11.0,8,6,14,57.0
323,u-SvRRAfYgpbXZRfQgcTzA,Imadake,0.3,8.0,2.0,287.0,11.0,8,6,14,57.0
324,y32M2Hkr7GsUqGG6KwOhZw,KINKA IZAKAYA MONTREAL,0.36,8.0,2.0,378.0,13.0,8,6,14,57.0
325,v4y6tcmJyqYXzznCYT0-Zw,Forum Sports Bar & GamesCentre,0.4,5.0,2.0,32.0,8.0,8,6,14,57.0
326,qhSVvcuu4N0V1EmmtOy2fw,Cock'n Bull Pub,0.73,7.0,1.0,16.0,8.0,8,6,14,57.0
327,wzkK4F47eBVEjXPXX3j5fw,La Chic Régal,0.72,6.0,1.0,7.0,6.0,8,6,14,57.0
328,VLWmzZ3_46cmL8Quc4rgsA,Kampaï Garden,0.51,7.0,2.0,159.0,8.0,8,6,14,57.0
329,MyDFeohoa_sZoQHycqO3wA,La Station des Sports,0.86,5.0,2.0,108.0,7.0,8,6,14,57.0
330,EJrzMjeteCMseoSA2cbC0Q,Pub Epoxy,0.77,7.0,2.0,9.0,8.0,8,6,14,57.0
331,Sp1SC02FtmTDgRCmO29-CA,La Belle & La Boeuf,0.37,7.0,2.0,217.0,1.0,8,6,14,57.0
332,5b9c52b006fb600038c0646f,Paperplane MTL,0.68,6.2,2.0,185.0,6.0,25,8,33,76.0
333,589222369dc8d06afb12ba49,Cafeteria BBR,0.84,8.2,3.0,2.0,1.0,25,8,33,76.0
334,4fe77d33e4b02db7ae89f0a7,Bar,0.94,8.2,2.0,183.0,3.0,25,8,33,76.0
335,5beb3ee39cadd9043837d715,Cyr,0.04,8.2,2.0,14.0,3.0,25,8,33,76.0
336,5e22629249c88c000895a64d,Stem Bar,0.92,8.2,2.0,18.0,2.0,25,8,33,76.0
337,soeuzTjGSP_t6HOOlCE2Qw,Le Tequila Bar,0.34,7.0,2.0,44.0,8.0,25,8,33,76.0
338,4ad4c06af964a52010f920e3,Else's,0.95,9.0,2.0,122.0,8.0,3,16,19,16.0
339,4bf5fa98abdaef3bde2ba184,Tattoo Box Montreal,0.89,8.0,2.0,39.0,3.0,3,16,19,16.0
340,56858d0e498e81a958de42c7,North Star Machines à Piastres,0.99,7.6,2.0,36.0,2.0,9,5,14,64.0
341,5d56143cfcdc0c0008656df2,Taverne Atlantic,0.99,8.2,2.0,82.0,1.0,3,10,13,23.0
342,5d3243c51eef220008669db8,Boucherie Bar à vin Provisions,0.97,8.2,2.0,216.0,1.0,3,10,13,23.0
343,5efc903267cf5200087dd0ef,TAS Café Bistro Lounge,0.95,8.2,1.0,172.0,1.0,3,10,13,23.0
344,62ae54bef1d09e5fad4fa820,Wills,0.98,8.2,2.0,127.0,2.0,3,10,13,23.0
345,9254c944e4ce43cae9fb8865,Taverne Portara,0.9,8.2,2.0,6.0,2.0,3,10,13,23.0
346,4e6aa917d4c01ce017ad2ab9,Le Off Miss Villeray,0.77,8.2,3.0,166.0,3.0,2,13,15,13.0
347,d43ce92f4263431eb76f18f5,Raphaël Bistrot Bar à Vins,0.9,8.2,2.0,212.0,2.0,2,13,15,13.0
348,568bc64e498ec34f4d922bab,Autos Lajeunesse,0.03,8.2,2.0,222.0,4.0,2,13,15,13.0
349,6122bffc6f4b773f2d181e56,Le Petit 26,0.57,8.2,2.0,72.0,4.0,2,13,15,13.0
350,627f0d9a7b019300c0336743,Chez Josie,0.97,8.2,3.0,214.0,2.0,2,13,15,13.0
351,61689accf0825425f7f3c223,Etna,0.89,8.2,2.0,152.0,2.0,2,13,15,13.0
352,57c8c0e1498eae8bcbda7374,Bar le Record,0.97,8.2,2.0,75.0,3.0,15,0,15,100.0
353,84d255e0f9e249cc21d10198,Bistro Bar Bizzwack,0.14,8.2,2.0,4.0,3.0,15,0,15,100.0
354,112465524b364f0fa56d17be,Bar Cafe EVA,0.38,8.2,2.0,150.0,1.0,8,11,19,42.0
355,515879eee4b0d2c60278af2c,SuWu,0.92,8.0,2.0,112.0,3.0,8,19,27,30.0
356,3jKUbhGSjFTv5jZ0wnW0xA,Les Deux Gamins,0.93,8.0,2.0,598.0,4.0,8,19,27,30.0
357,gFE-uZ2CnS6Bdr_3-RM1WQ,El Furniture Warehouse,0.9,8.0,1.0,22.0,4.0,8,19,27,30.0
358,svd-Hr6EmIWP2IjqNbplRQ,Abreuvoir Bar & Terrasse,0.39,8.0,2.0,25.0,1.0,8,19,27,30.0
359,EzZF5s0bmDcJKifpTdmiXA,Mme Lee,0.98,6.0,2.0,31.0,4.0,8,19,27,30.0
360,4b761beff964a5204a3d2ee3,Bar Chez Pierre,0.62,8.2,2.0,119.0,2.0,26,5,31,84.0
361,5c54edf3acb00b002c1b0943,Porto Lounge,0.67,8.2,3.0,59.0,2.0,26,5,31,84.0
362,9dn5pee_n2dWQfN57xoJpg,Bar De Courcelle,0.88,8.0,1.0,27.0,6.0,26,5,31,84.0
363,5adb9b12ba57b41e9370c47b,Bar Pamplemousse,0.98,8.0,2.0,28.0,4.0,20,4,24,83.0
364,4ad4c06bf964a5208bf920e3,Foufounes Electriques,0.99,7.9,1.0,23.0,3.0,20,4,24,83.0
365,MhINNBBwzGn4-n_YI67wog,MVP Bar Sportif,0.01,6.0,2.0,52.0,2.0,20,4,24,83.0
366,4c2ec35566e40f476fe9c08b,Bar Taboo,0.98,5.8,2.0,144.0,3.0,9,10,19,47.0
367,4e8520329adfdc1fadf2ba2f,Bar le Jockey,0.96,7.9,2.0,181.0,3.0,15,8,23,65.0
368,52ea88d3498ee6cf2fd4e2fc,Bar Tennesse,0.9,8.2,1.0,34.0,2.0,15,8,23,65.0
369,4ccd99c2ee23a14324cc26a8,Bar Coucou,0.1,8.2,2.0,194.0,1.0,15,8,23,65.0
370,55ff20dc498e3854e4b64752,Bar la Plaza,0.87,8.2,1.0,130.0,2.0,15,8,23,65.0
371,4c648a6aaf8a76b0fa7c78c5,Bar 1650,0.93,8.2,2.0,84.0,1.0,15,8,23,65.0
372,633ad43585d1901c113461ef,Le Système,0.96,8.2,2.0,206.0,2.0,15,8,23,65.0
373,4ad92b8ef964a520cc1821e3,Helm Brasseur Gourmand,0.96,7.4,2.0,55.0,1.0,0,19,19,0.0
374,868de8ae45ab4d4ba41f1e71,Billard Eljumelgi,0.37,8.2,2.0,141.0,2.0,20,1,21,95.0
375,594c456d59fe5c1c5d3cf28d,Nhâu Bar,0.97,8.0,2.0,114.0,9.0,12,3,15,80.0
376,5928f3b65455b230d386bc0f,Boho,0.78,8.3,3.0,131.0,2.0,12,3,15,80.0
377,4ae8c5a1f964a52027b221e3,Méchant Bœuf Bar & Brasserie,0.95,8.2,2.0,146.0,7.0,12,3,15,80.0
378,4ced7fee62ef6dcb75d9f259,Philemon Bar,0.96,8.0,2.0,47.0,5.0,12,3,15,80.0
379,4eeaa9bc0e01182cafa426f0,Bistro-Brasserie les Soeurs Grises,0.97,7.3,2.0,65.0,2.0,12,3,15,80.0
380,FRuuIDOd21pTJHvEGIt1Gg,Holder,0.84,8.0,3.0,377.0,7.0,12,3,15,80.0
381,ZG7QfG8o6ylQYfxXM95luA,La Catrina,0.66,8.0,2.0,47.0,10.0,12,3,15,80.0
382,SNMkOEOmJndZTXuyGVc8hw,The Farsides,0.53,6.0,2.0,39.0,7.0,12,3,15,80.0
383,OVh3nyxQVUa15cxQdtkZQA,Somwhr Liquor Lounge,0.36,5.0,2.0,7.0,6.0,12,3,15,80.0
384,zWPCyy1VEqoO3J_IcUWDTQ,Le Saint-Sulpice,0.98,7.0,2.0,76.0,6.0,12,3,15,80.0
385,uFZ7Q8JCgGJAaObiYs3ksg,Bord'Elle Boutique Bar and Eatery,0.15,7.0,4.0,65.0,1.0,12,3,15,80.0
386,56edf560498e0692bffee7a5,Randolph Pub Ludique,0.95,9.0,1.0,16.0,3.0,6,12,18,33.0
387,4b1b1894f964a520fff723e3,Broue Pub Brouhaha,0.98,8.4,2.0,132.0,5.0,6,12,18,33.0
388,51676069e4b033680a8dfe14,Pub Rosemont,0.97,7.8,3.0,17.0,4.0,6,12,18,33.0
389,385f842eb1544d5374d781d2,Bar Taverne les Torchés,0.2,8.2,2.0,136.0,2.0,6,12,18,33.0
390,52d0c1cf11d267002e370708,Le Lexor Lounge,0.54,8.2,2.0,147.0,2.0,6,12,18,33.0
391,504eacfbe4b0225693eaa493,Bar Rolex,0.64,8.2,2.0,172.0,2.0,6,12,18,33.0
392,5c1c6c5db6b04b002ccde72c,Pub Papineau,0.51,8.2,2.0,202.0,1.0,6,12,18,33.0
393,4fe8fd83e4b07bc3afb58f88,Dice Club,0.72,8.2,2.0,43.0,1.0,6,12,18,33.0
394,5d16dd303f9ff700237563cf,Vinvinvin,0.97,8.2,2.0,103.0,4.0,15,4,19,79.0
395,56168654498e0e25431da209,Nestor,0.97,7.5,2.0,46.0,3.0,15,4,19,79.0
396,598528d34c954c7964d137f1,Arabica Lounge,0.97,7.5,1.0,190.0,2.0,4,15,19,21.0
397,gMLmr0YQhf489vw934OINA,Andrews Bar,0.48,7.0,1.0,11.0,10.0,4,15,19,21.0
398,4ba6563bf964a520c54739e3,Jono Bar,0.95,8.2,2.0,81.0,2.0,19,0,19,100.0
399,56d1423bcd10e735a3aa9b9e,Le Diplomate,0.92,6.6,3.0,119.0,1.0,7,8,15,47.0
400,4deec8a4887754a6af84463d,Bar Chez P.P,0.88,8.2,2.0,217.0,1.0,14,11,25,56.0
401,55634921498e57b144d55b38,Le Bar Loic,0.97,8.6,3.0,42.0,3.0,17,9,26,65.0
402,5352e152498eb6d10554a79d,L'Annexe St-Ambroise (L’Annexe St-Ambroise),0.94,8.6,1.0,41.0,3.0,17,9,26,65.0
403,4c4da7940d90b713fa1b8c78,Terrasse St-Ambroise,0.98,8.4,2.0,113.0,3.0,17,9,26,65.0
404,5a942e136fd6261fec882325,Cordova,0.94,8.5,1.0,43.0,4.0,17,9,26,65.0
405,4d26698977a2a1cd5b7c4fb7,Bar de Courcelles,0.95,8.1,1.0,157.0,4.0,17,9,26,65.0
406,5c0f61b6c53093002cc647d8,Messorem Bracitorium,0.99,8.2,2.0,85.0,2.0,17,9,26,65.0
407,550cad24498ebe3e1243497c,Le Téquila Bar,0.97,6.1,1.0,180.0,4.0,17,9,26,65.0
408,4d631f182f16b60c1f0bddf4,Bar Bistro Notre Dame,0.97,8.2,2.0,55.0,3.0,17,9,26,65.0
409,601ecd3cdde2dc05ebba243d,BarBara,0.97,8.2,2.0,165.0,3.0,17,9,26,65.0
410,fQaIzHM__ItyxahTuGQ2IQ,Riverside,0.69,8.0,1.0,25.0,3.0,17,9,26,65.0
411,o7y1SUS_lH4TycXeKIQcZQ,Loïc,0.75,6.0,3.0,24.0,3.0,17,9,26,65.0
412,kYWKmXgfcN1nzt50Ulgcyw,Cafe Del Monko,0.8,10.0,1.0,1.0,3.0,17,9,26,65.0
413,jdgOBjF-txwzIkXNIEvUWw,Elena,0.04,8.0,3.0,57.0,3.0,17,9,26,65.0
414,5091f6a3e4b045f238965949,Le Saint Édouard,0.94,7.4,2.0,108.0,4.0,8,27,35,23.0
415,4fcbb484e4b088c92e504205,Taverne St-Sacrement,0.97,6.9,2.0,64.0,1.0,8,27,35,23.0
416,4b7482fef964a52007e12de3,Taverne Bar la Remise Inc,0.96,6.3,2.0,71.0,1.0,8,27,35,23.0
417,4b4ea1d6f964a52004f326e3,Brasserie Chez Baptiste,0.98,6.7,2.0,182.0,1.0,8,27,35,23.0
418,57d88695498e1975f1ea9ab4,The Whiskey Man,0.38,8.2,2.0,51.0,1.0,8,27,35,23.0
419,5a220e62646e381283294b96,Les Garnements Rosemont,0.1,8.2,2.0,38.0,2.0,8,27,35,23.0
420,50ef7a9ce4b0568907fee592,Bar la Marche a Côté,0.93,8.2,2.0,14.0,1.0,8,27,35,23.0
421,553c653a498e6d24233fe909,Espace Urbain Montreal,0.17,8.2,2.0,162.0,1.0,8,27,35,23.0
422,4dcca178d22deadedd26846f,La Succursale,0.98,8.1,2.0,98.0,3.0,16,3,19,84.0
423,4fc04470e4b055703895014c,Broue Bar Gaspé,0.11,8.2,2.0,221.0,1.0,16,3,19,84.0
424,4b09d277f964a5203d1e23e3,Bar Sel et Poivre,0.98,5.9,2.0,88.0,1.0,16,3,19,84.0
425,4cf59ee3e308236a18cbe1ac,Bar la Broue du Plateau Enr,0.73,8.2,2.0,85.0,1.0,11,16,27,41.0
426,572f7ede498e47f582ceb891,Igloo's - the One & Only,0.02,8.2,3.0,24.0,1.0,11,16,27,41.0
427,7976a909323e47727f89c030,Bistro Jono Bar 2201 Mont Royal e,0.9,8.2,2.0,79.0,1.0,11,16,27,41.0
428,4b8f064af964a520474533e3,La Distillerie,0.96,8.6,3.0,139.0,1.0,18,5,23,78.0
429,514ce722e412d48b33804432,N sur Mackay,0.95,7.5,3.0,142.0,2.0,8,15,23,35.0
430,54555de1498e9def9130414f,Kinka Izakaya Montreal,0.94,6.9,2.0,144.0,2.0,8,15,23,35.0
431,4b439640f964a520c8e325e3,Station des Sports,0.98,6.3,2.0,83.0,2.0,8,15,23,35.0
432,4bd22df641b9ef3b3d8dfde5,Forum Sports Bar,0.56,6.0,1.0,200.0,2.0,8,15,23,35.0
433,4b9bbda8f964a520e41f36e3,La Boîte à Karaoke,0.89,6.0,2.0,189.0,1.0,8,15,23,35.0
434,4b648e7ff964a52062bd2ae3,Forum de Montréal,0.99,5.6,2.0,138.0,2.0,8,15,23,35.0
435,20fe087931c843b37861467e,G a Delicatessen,0.45,8.2,2.0,157.0,1.0,8,15,23,35.0
436,4ad4c06bf964a52034f920e3,Hurley's Irish Pub,0.98,7.7,2.0,135.0,5.0,14,5,19,74.0
437,nOOFiJqPddK8QL1Wfw1wZQ,Shehrazad,0.68,8.0,2.0,5.0,6.0,14,5,19,74.0
438,eHbY4WUzUye96OmtPaXfGg,Crobar,0.87,6.0,1.0,5.0,1.0,14,5,19,74.0
439,4ad4c06af964a5200df920e3,Brutopia,0.99,7.7,1.0,115.0,5.0,14,9,23,61.0
440,4ae09422f964a5208b8021e3,La Cage Aux Sports,0.99,6.2,1.0,93.0,2.0,19,4,23,83.0
441,eIDCXxjiize_E8H5IgMASw,Galt,0.63,6.0,3.0,1.0,1.0,19,4,23,83.0
442,QxOdvCdkCKl11P0Xyu1T8Q,Nuvoo,0.78,2.0,1.0,2.0,2.0,19,4,23,83.0
443,5c4b95c8b1538e002ca1972f,Broken Coconut,0.14,8.2,3.0,56.0,1.0,5,10,15,33.0
444,4addf655f964a520c66621e3,Thomson House,0.97,8.0,2.0,111.0,1.0,3,42,45,7.0
445,4d2b5ed38292236ac68a33bb,Purple Haze,0.89,8.2,3.0,188.0,1.0,22,5,27,81.0
446,37278bd1603f446911800f2e,Riverside St-Henri,0.9,8.2,2.0,215.0,1.0,22,5,27,81.0
447,ae949ebcacc2473167faec57,Toucan,0.9,8.2,2.0,178.0,1.0,12,9,21,57.0
448,4ccb26d8b571b60c581eca65,Domaine Papineau,0.2,8.2,3.0,198.0,1.0,16,11,27,59.0
449,4b4e665ef964a52056ec26e3,Complexe Sky,0.98,7.1,2.0,17.0,1.0,13,4,17,76.0
450,4fd28960e4b00f27bcbd0ac5,Sky Pub Terrasse,0.9,7.0,2.0,59.0,1.0,13,4,17,76.0
451,4b887358f964a520ccf831e3,Bar le Cocktail,0.97,6.6,2.0,6.0,1.0,13,4,17,76.0
452,550b5c1f498ed654c5c0df00,Broue Pub Brouhaha Papineau,1.0,6.9,2.0,87.0,1.0,3,12,15,20.0
453,513ca53ae4b09233464f0ccb,Bar le Grand Chapeau,1.0,8.2,2.0,69.0,1.0,4,6,10,40.0
454,581283b738faee396e63500f,Cafe Baraki,0.14,8.2,2.0,43.0,1.0,4,6,10,40.0
455,5b44d6fb835c9a002cf848c2,Bar Café Loutraki,0.94,8.2,2.0,182.0,1.0,4,6,10,40.0
456,62388992446d46be5b028b97,Brasserie Quebecoise,0.17,8.2,2.0,179.0,1.0,13,2,15,87.0
457,4b5bf7ddf964a5206a1f29e3,Yer'Mad Bistro Bar,0.98,7.5,2.0,182.0,1.0,20,3,23,87.0
458,4ad4c06af964a520fcf820e3,McLean's Pub,0.99,7.7,1.0,8.0,1.0,12,3,15,80.0
459,4ced962662ef6dcb6270f359,Bar U-Turn,0.94,8.2,2.0,42.0,2.0,19,5,24,79.0
460,53080654498e6684dfd9aadf,Bar Monaco,0.12,8.2,2.0,152.0,2.0,19,5,24,79.0
