,fsq_id,bar_name,station_id,popularity,price,rating,total_counts
42,2069e40c3f484191f0149871,Perandello Sport Bar,8140fc3c3486abf913b0bd9211926f2b,0.3135084601825487,2.0,8.2,2
43,34c15ba7ec3c4fa2619b1274,Brasserie Chez le Pere Gedeon,8140fc3c3486abf913b0bd9211926f2b,0.8996190724673447,2.0,8.2,6
44,4af8a196f964a520d30e22e3,Chez Baptiste Sur Masson,e287c24d95d9f0e3767d167d83ecebcd,0.9611780741755692,2.0,7.0,3
45,4de0837ec65bcc724f423d55,Morelli,e287c24d95d9f0e3767d167d83ecebcd,0.1116772641960507,2.0,8.2,7
46,b60737e7cfeb43165b412c9a,Taverne Morelli,e287c24d95d9f0e3767d167d83ecebcd,0.8996190724673447,2.0,8.2,4
47,57aca538498efa5e389d018a,Cherry Bar Inc,bfc27d829d7ce8c0f9e55b1cab901cbb,0.9025526843506247,2.0,8.2,4
48,0676e51e2d2f425b5977cdac,Action Production a N J,bfc27d829d7ce8c0f9e55b1cab901cbb,0.8996190724673447,2.0,8.2,2
49,61fbec86eea3a30441af3db2,Vin Prendre Une Bière,1ff33fd73e2add3c30fcd821850dccd3,0.6761509202366425,2.0,8.2,2
50,4ce5d01eb9975481ecb9ec44,Resto Bar Trophys,1ff33fd73e2add3c30fcd821850dccd3,0.978269712475112,2.0,8.2,2
51,27e752c42904450e443198df,Solevino,1ff33fd73e2add3c30fcd821850dccd3,0.3006629700200532,2.0,8.2,2
52,2a12178ac65d4877aff124f9,Resto Bar Beauharnois,1ff33fd73e2add3c30fcd821850dccd3,0.0584755257730487,2.0,8.2,4
53,4c6f343a0d68ef3b3fd946e7,Le Bar Salon Solid Gold Inc,1ff33fd73e2add3c30fcd821850dccd3,0.9777630292520356,2.0,8.2,4
54,573d039ccd10fe71e376c912,Pub Pit Caribou,2501128835e132f929d56798aa789839,0.9676079556402406,2.0,8.4,3
55,58818ec01174200247eb1f81,Le Royal,2501128835e132f929d56798aa789839,0.0782647170067153,3.0,8.5,4
56,53c9c69b498e1fd4f3aa670a,Grenade - Resto-bar et terrasse,2501128835e132f929d56798aa789839,0.9634545804877004,2.0,8.0,5
57,4adb8f80f964a520fd2821e3,Barraca Rhumerie,2501128835e132f929d56798aa789839,0.925867248995554,1.0,7.4,3
58,5849d31423188e1e7a58e397,Marconi,00c210cb99cf9d1b923c1548938aee56,0.9641682188300612,2.0,9.0,5
59,548f5fec498e19e6e8b9f5da,Brasserie Harricana,00c210cb99cf9d1b923c1548938aee56,0.9738380183690508,2.0,8.8,6
60,5668a837498e95e2fca374ba,Birra,00c210cb99cf9d1b923c1548938aee56,0.9846995939397832,2.0,8.1,6
61,4ad4c06bf964a5205af920e3,Vices & Versa Bistro du Terroir Inc,00c210cb99cf9d1b923c1548938aee56,0.9729459704411,2.0,8.5,5
62,556653bc498e86ab9700cf34,Yïsst,00c210cb99cf9d1b923c1548938aee56,0.9680718205627752,2.0,8.5,4
63,50d0ecf1e4b0fda9f35bfd5f,Bar le Vestiaire,00c210cb99cf9d1b923c1548938aee56,0.987418556024178,2.0,8.1,6
64,5a9dd63f3af9884365660a40,Cicchetti,00c210cb99cf9d1b923c1548938aee56,0.9682930484489072,2.0,7.9,7
65,51f9d75e498eceabc4345166,Huis Clos,00c210cb99cf9d1b923c1548938aee56,0.9449428018868598,2.0,8.0,6
66,5c156a1ccbcdee002c5dfe6b,Bar St-Denis,00c210cb99cf9d1b923c1548938aee56,0.9759075695618974,2.0,6.9,5
67,4f42f3d3e4b03c8ff60869f3,Notre Dame des Quilles,00c210cb99cf9d1b923c1548938aee56,0.944792937834964,2.0,7.2,1
68,5675d65b498ef5898f8b080b,Taverne Cobra,f9bb106633ce38eeec6728faed3155ad,0.9416457927451526,1.0,7.4,1
69,4b15c25cf964a520dbb323e3,Miss Villeray,f9bb106633ce38eeec6728faed3155ad,0.9518080027403713,2.0,7.1,4
70,4dc627f4b0fb5556cd042ce6,Le Pourvoyeur,f9bb106633ce38eeec6728faed3155ad,0.9417528384965068,2.0,6.8,7
71,4b9ae085f964a520a7de35e3,Buvette Chez Simone,a32e2261fca6732a8f47eec9fef69017,0.944899983586318,2.0,9.0,6
72,58c8b974951e7d7e08bc6fd8,Darling,a32e2261fca6732a8f47eec9fef69017,0.9799039442791182,3.0,9.2,10
73,4b47fbe5f964a520b64526e3,Salon Daome,a32e2261fca6732a8f47eec9fef69017,0.4863088484018069,1.0,8.5,11
74,533de7ac498e9266dca655ff,Le Majestique,a32e2261fca6732a8f47eec9fef69017,0.976735390039036,2.0,9.0,10
75,4ad4c06bf964a5203df920e3,Brasserie Dieu du Ciel,a32e2261fca6732a8f47eec9fef69017,0.9624340776581244,2.0,9.1,8
76,4ad4c06bf964a5206df920e3,Casa del Popolo,a32e2261fca6732a8f47eec9fef69017,0.9515510929371214,2.0,8.2,9
77,4ae22438f964a5201e8b21e3,Réservoir,a32e2261fca6732a8f47eec9fef69017,0.9639898092444712,1.0,8.5,10
78,595eaff1f427de5e694c808c,Bar Suzanne,a32e2261fca6732a8f47eec9fef69017,0.9591085229827228,2.0,8.3,8
79,563d374ccd102a339a37edf2,Bar Henrietta,a32e2261fca6732a8f47eec9fef69017,0.9574314728781748,3.0,8.0,7
80,5372ed9f498e6f504d4fe05d,Bar le Mal Nécessaire,f332a5c6e3f7fc73096885d6efc0f829,0.9816666309847496,3.0,8.8,21
81,4ad4c06af964a5200ff920e3,Sainte-Elisabeth,f332a5c6e3f7fc73096885d6efc0f829,0.972631969570461,2.0,8.0,4
82,4cd21ce53e63721ed8c5a7cc,Bar Zoe Karaoke et Cocktails,0243c740e1d4fe272e0c414cdd900c7d,0.9857700514533244,2.0,7.6,4
83,754658eea30844a566cf5f79,Bar Hélène,0243c740e1d4fe272e0c414cdd900c7d,0.4761680475568591,2.0,8.2,5
84,34f21679eb114782ec3509a5,Beamers Bar,0243c740e1d4fe272e0c414cdd900c7d,0.0980610446238055,2.0,8.2,5
85,1e132627230345ea96339611,Café Bar Brewski's,0243c740e1d4fe272e0c414cdd900c7d,0.7973053016192454,2.0,8.2,3
86,04370f71f5954b42f7db79fb,Au Ptit Buck,0243c740e1d4fe272e0c414cdd900c7d,0.379976735390039,2.0,8.2,5
87,528c47fc11d211233bdfb21b,Bar Excel,0243c740e1d4fe272e0c414cdd900c7d,0.9512014101493644,3.0,8.2,5
88,68ede87884ff4255b8991866,Bar Zoe,0243c740e1d4fe272e0c414cdd900c7d,0.8996190724673447,2.0,8.2,4
89,5282865f11d2a93492597e98,Empire Cafe,278e51e3bb2d95cf556a62edff8f95ec,0.475111862810165,1.0,8.2,3
90,1a3471063dbb45eb49299f6d,Chez Momo,278e51e3bb2d95cf556a62edff8f95ec,0.8996190724673447,2.0,8.2,1
91,e27e3493e6ad43b84b9dc022,Bar 1370,278e51e3bb2d95cf556a62edff8f95ec,0.8996190724673447,2.0,8.2,2
92,5485fcbc498e2f5b907f32ab,Limite08,700cf042fd8763ec6c702d94d5b6689b,0.7328923048377544,2.0,8.2,2
93,4ca67cbcb7106dcbb8a75ea5,Taverne La-Paz,700cf042fd8763ec6c702d94d5b6689b,0.4427769095177946,2.0,8.2,2
94,57f7f9bbcd10b5d0637b4b5d,Ruelle des papillons,700cf042fd8763ec6c702d94d5b6689b,0.1802507725135056,3.0,8.2,3
95,63268d3977e6454897dab7e3,Le Grand Lionel,700cf042fd8763ec6c702d94d5b6689b,0.8996190724673447,2.0,8.2,3
96,561ea014498e1dcaa9772c8a,Boswell Brasserie Artisanale,82cc3be4d76f16ca475536a6e07461c5,0.97502265801737,2.0,8.3,7
97,4bf9ff125efe2d7fe5216d34,Bar Davidson,0f8246e77098962beaa5e48211a7cff8,0.9615777116472912,1.0,5.7,4
98,4e0279ac483bb38cf0effa93,Bar St Vincent,0f8246e77098962beaa5e48211a7cff8,0.908326018540324,2.0,8.2,4
99,5ac0419d4c954c34ab44ee4b,Blockhaus,0f8246e77098962beaa5e48211a7cff8,0.981623812684208,3.0,8.2,4
100,4c3751b70a71c9b614973ec9,Brasserie des Patriotes,0f8246e77098962beaa5e48211a7cff8,0.9607427547867292,1.0,5.4,3
101,543745e9498e0d5e64dd929a,Ping Pong Club,c8aba35f90d2eeada8a20ea7915c943a,0.9569319260385222,2.0,8.1,5
102,530d54f0498e3559bf75e043,Bishop & Bagg,c8aba35f90d2eeada8a20ea7915c943a,0.955968514276335,2.0,8.6,6
103,540314f8498e97602cef55ba,Isle de Garde,c8aba35f90d2eeada8a20ea7915c943a,0.97061237306158,3.0,9.1,4
104,4ad4c06af964a520faf820e3,Whisky Café,c8aba35f90d2eeada8a20ea7915c943a,0.8980139444932097,3.0,7.6,4
105,4b1f4cecf964a520512524e3,Nacho Libre,c8aba35f90d2eeada8a20ea7915c943a,0.9636686719904088,2.0,7.8,4
106,4ccaf5c7c9b846885faab2c3,Bar Waverly,c8aba35f90d2eeada8a20ea7915c943a,0.9615634388804442,1.0,7.4,4
107,4ae3af79f964a520249821e3,Bar Tapas Taza Flores,c8aba35f90d2eeada8a20ea7915c943a,0.9264310232860192,3.0,7.8,3
108,500a199de4b0114578789f65,The Emerald,c8aba35f90d2eeada8a20ea7915c943a,0.9233052873464784,3.0,7.7,2
109,5d125be07140700023cc5b8c,Bières Jukebox,0d4d6ab1ff41bf892ecbb0e09a8e2f40,0.8779036160054807,2.0,8.2,4
110,52647dcd498e25e8a0faceb5,MaBrasserie,e335f2f5ad674c200bb9795ee863749c,0.965759632333526,2.0,9.0,5
111,4d0bf0f25ce054814e8425dc,La Distillerie No 3,e335f2f5ad674c200bb9795ee863749c,0.9546696924932384,2.0,8.2,4
112,4e8230b4f5b91d2e46d64910,Quai No.4,e335f2f5ad674c200bb9795ee863749c,0.9562682423801266,3.0,8.0,3
113,4ae3ea74f964a520979921e3,Verre Bouteille,e335f2f5ad674c200bb9795ee863749c,0.9658952236185746,1.0,6.9,4
114,4b27e67ff964a520ee8b24e3,Bar Lounge Lobby,e335f2f5ad674c200bb9795ee863749c,0.9181100002140916,3.0,6.4,2
115,4b0a1766f964a520b52123e3,La Porte Rouge,e335f2f5ad674c200bb9795ee863749c,0.9208146895316393,2.0,6.3,4
116,55777789498e80fb292f9b8a,Pub BreWskey,30efd061ab22a0caa3dc67f5e027154e,0.9912079756221144,1.0,8.9,7
117,57e2f1e3498ea815291bae31,Cold Room,30efd061ab22a0caa3dc67f5e027154e,0.9576598371477304,3.0,8.7,9
118,595eb9036cf01a44b31964c5,Perché,30efd061ab22a0caa3dc67f5e027154e,0.9697274615170524,2.0,8.3,7
119,4bdf009389ca76b0cfab5d5e,Terrasse Place d'Armes,30efd061ab22a0caa3dc67f5e027154e,0.9753223861211616,3.0,8.8,17
120,4ad4c06bf964a5204cf920e3,Modavie,30efd061ab22a0caa3dc67f5e027154e,0.9911294754044544,2.0,8.5,12
121,5c9583a2123a19002cd832f8,Pub Wolf & Workman,30efd061ab22a0caa3dc67f5e027154e,0.9745017020274466,2.0,8.8,16
122,511d7d4be4b0ae5fffd73e82,Rebel Brasserie Urbaine,76d6ac391db2e789d1696e32fccf92f6,0.8936393414545377,3.0,8.1,6
123,4b6cdd27f964a520035a2ce3,Bar l'aigle Noir,76d6ac391db2e789d1696e32fccf92f6,0.9849279582093386,2.0,7.9,5
124,4b4e66d8f964a5206bec26e3,Bar le Stud,76d6ac391db2e789d1696e32fccf92f6,0.993470209167398,2.0,7.5,6
125,5c79a3fc66fc65002c413d1b,Bistro Tendresse,76d6ac391db2e789d1696e32fccf92f6,0.9561112419448072,3.0,7.8,4
126,4b186576f964a52017d223e3,Le National,76d6ac391db2e789d1696e32fccf92f6,0.9417028838125416,2.0,7.6,3
127,4fa9c7f9e4b096d4709e4294,Bar Stock&Lounge,76d6ac391db2e789d1696e32fccf92f6,0.9770708000599456,2.0,7.4,2
128,595efe0c112c6c7093f64ef6,District Video Lounge,76d6ac391db2e789d1696e32fccf92f6,0.9774418919979732,3.0,7.3,5
129,57dafea0498e5359faf5f11f,Tiradito,cecb49c91023c7469470569da814659e,0.9509516367295382,2.0,8.6,20
130,59622257531593143d4e0ff9,Nacarat,cecb49c91023c7469470569da814659e,0.9825586789127008,3.0,8.9,25
131,550bd362498e0e9050efe954,Escondite,cecb49c91023c7469470569da814659e,0.9734026989802108,2.0,8.7,43
132,4b0435bcf964a520215222e3,Nyks Bistro Pub,cecb49c91023c7469470569da814659e,0.992235614835114,2.0,8.8,22
133,556467ea498e21a8004aabc5,Tommy,cecb49c91023c7469470569da814659e,0.9809387198755416,1.0,8.4,15
134,583677b7288b6a0d9c6b399f,Bord'Elle,cecb49c91023c7469470569da814659e,0.974730066297002,3.0,7.8,4
135,556902a1498e618f7c287e74,Soubois,69f583a85e1a83b443c203b781bfc0c9,0.9849850492767276,2.0,8.5,18
136,5928b8f482a7501cafce9f60,Bar George,69f583a85e1a83b443c203b781bfc0c9,0.977284891562654,3.0,8.5,17
137,567aba8e498e6b5bdd0ad844,Bar Cloakroom,69f583a85e1a83b443c203b781bfc0c9,0.9756506597586476,3.0,8.6,14
138,4b08d25cf964a520a41223e3,Ye Olde Orchard Pub & Grill,69f583a85e1a83b443c203b781bfc0c9,0.9777987111691536,2.0,8.3,22
139,59e7e809ccad6b7e88c57340,Escondite,69f583a85e1a83b443c203b781bfc0c9,0.9645892654520544,1.0,8.1,43
140,53701414498ec249d96976cc,Brass Door,69f583a85e1a83b443c203b781bfc0c9,0.9632333526015686,1.0,8.0,6
141,4ad4c06bf964a52024f920e3,Upstairs Jazz Bar & Grill,69f583a85e1a83b443c203b781bfc0c9,0.9832152261876728,2.0,8.4,17
142,56453da5498e11179bd146d7,C'Cho-Colat,69f583a85e1a83b443c203b781bfc0c9,0.9745587930948354,1.0,8.1,12
143,57fffed138fa0da136f2a8e3,La Cage,7efdfc0229daac74cfa58a8a39d13ac2,0.99533280524096,1.0,8.4,12
144,4ae4d07df964a520669e21e3,Benelux,650b371db12a750bd2db8da8ecfa0890,0.9899876540566772,1.0,8.5,11
145,4ae0e7f9f964a520928321e3,Pullman,650b371db12a750bd2db8da8ecfa0890,0.969534779164615,2.0,8.6,16
146,4b6e6475f964a52081bb2ce3,McKibbin's Irish Pub,650b371db12a750bd2db8da8ecfa0890,0.9877182841279696,2.0,8.2,14
147,52d731d011d2a0079c930734,Biiru,650b371db12a750bd2db8da8ecfa0890,0.96940632426299,2.0,8.2,11
148,58af99d2f22995176a094d1f,Siboire,1013ec013026d8e51b4e126c5c72c5c8,0.9792045787036046,2.0,7.7,4
149,4cae667a1463a143f58f8ca9,Taverne Metro-Pub,04f6eaaa0d7993020973687c13f41663,0.9615563024970204,2.0,8.2,4
150,4c6b77620c3ac9b64239d238,Bar Sexe Mania,04f6eaaa0d7993020973687c13f41663,0.9524574136319196,2.0,8.2,3
151,4e1631551495f6691bf04a74,The Kath Women,04f6eaaa0d7993020973687c13f41663,0.0899612494380098,1.0,8.2,3
152,4dfffdabae6001fafcac02df,Bar Fullum,04f6eaaa0d7993020973687c13f41663,0.9643252192653808,2.0,8.2,4
153,4ae39fe71c9a42a9f3218291,Pro Max Pub,04f6eaaa0d7993020973687c13f41663,0.3763371798439986,2.0,8.2,3
154,d59bb0c519244a9ef1279ccc,Pro-Max Pub,04f6eaaa0d7993020973687c13f41663,0.1991978705031864,2.0,8.2,2
155,4b19b820f964a520afe223e3,Astral 2000,04f6eaaa0d7993020973687c13f41663,0.9325112219629336,2.0,5.2,1
156,0cc4274e64dd439ff406d3b7,Alfred's Damn Right Joint,04f6eaaa0d7993020973687c13f41663,0.8996190724673447,2.0,8.2,2
157,52a3688811d2c18af186e13a,Bier Markt,81e413363c9c2b6933f4706dd9fafc6b,0.99135783967401,2.0,7.7,6
158,5238c53411d28de3660ad07f,Etoh Brasserie,f9d30314d14794ea0c378ba2c1ee0c5d,0.9894881072170244,2.0,8.4,4
159,4c203792b4e62d7f2ee1e093,Bar la Québécoise,f9d30314d14794ea0c378ba2c1ee0c5d,0.9044438259578812,1.0,7.1,4
160,4ca6c3a1a6e08cfa74517e94,Bar Pam Pam,9836aac1ee4659e9103ab4a3ac10c9e0,0.81946377214955,1.0,8.2,4
161,b08bbcc843104ea1d6b02c3b,Ritz Bar,9836aac1ee4659e9103ab4a3ac10c9e0,0.4635366488970719,2.0,8.2,2
162,5271be1911d2c6270f077c3f,Cozmos Café Bar,9836aac1ee4659e9103ab4a3ac10c9e0,0.9908154745338158,1.0,8.2,4
163,4ed948e0c2ee3cd6444a7e19,Bande Paul,9836aac1ee4659e9103ab4a3ac10c9e0,0.5851477588187858,2.0,8.2,3
164,4c1e1ffffcf8c9b684bbac0b,Bar Sportivo,9836aac1ee4659e9103ab4a3ac10c9e0,0.9392979225987854,1.0,5.7,1
165,595d3687898bdc5f36d6b0af,Kamehameha Snack-Bar,6086b10ac3a09a5ad176d6a32deaf0ad,0.9050504185488878,2.0,7.3,1
166,50bfe73ce4b0a80fdba120c1,Le Bureau Bar a Tapas,ede6b6e636d0057c3569441aad58f64c,0.9452425299906514,3.0,8.3,16
167,593054634aa3f82f20e61573,Monopole,ede6b6e636d0057c3569441aad58f64c,0.9713117386370936,1.0,8.7,11
168,53977b1a498ee68a34848261,Zibo,ede6b6e636d0057c3569441aad58f64c,0.9882178309676224,2.0,7.8,9
169,5c424340dab4b1002ce2f25c,Milky Way Cocktail Bar,ede6b6e636d0057c3569441aad58f64c,0.9785551678120562,3.0,8.6,6
170,55df496d498eac393a801eb6,Bird Bar,ede6b6e636d0057c3569441aad58f64c,0.9537490990315928,1.0,7.9,8
171,56ec7718498e0ec380cdf79a,Knox Taverne,ede6b6e636d0057c3569441aad58f64c,0.9693278240453304,2.0,8.1,7
172,4f722440e4b0995f2face125,New City Gas,ede6b6e636d0057c3569441aad58f64c,0.9793901246726184,2.0,7.7,9
173,55720dc6498e200d00257919,Lord William Pub,ede6b6e636d0057c3569441aad58f64c,0.98012517216525,1.0,7.5,9
174,4b47a1eaf964a5203c3826e3,Resto-pub le 100 génies,ede6b6e636d0057c3569441aad58f64c,0.9895737438181078,2.0,6.5,5
175,56dc5cb3498ed1be4ca910ab,Association Montréal Beach,ede6b6e636d0057c3569441aad58f64c,0.4137746472842493,2.0,8.2,1
176,51d36b04498e0485ae7335e3,Le Vin Papillon,444448176f019fa75930cba6037f6ed8,0.9511300463151284,3.0,9.1,11
177,4ae3a16cf964a520729721e3,Burgundy Lion,444448176f019fa75930cba6037f6ed8,0.9686998223040528,2.0,8.7,11
178,577ef91f498eccce05ee8202,Atwater Cocktail Club,444448176f019fa75930cba6037f6ed8,0.9870117821690324,3.0,8.7,8
179,4d82b213e83fa14327853da1,Drinkerie Ste-Cunégonde,444448176f019fa75930cba6037f6ed8,0.9665303617432758,2.0,7.5,8
180,573e6e51cd10204ed96a075d,El Gordo,444448176f019fa75930cba6037f6ed8,0.950152361786094,2.0,7.2,8
181,583df7e572714f2d3df950c7,Moose Bawr,444448176f019fa75930cba6037f6ed8,0.983372226622992,2.0,7.6,3
182,582e6cac761b1a3f49712ade,Kampai Garden,444448176f019fa75930cba6037f6ed8,0.9794043974394656,1.0,7.2,3
183,5b9c52b006fb600038c0646f,Paperplane MTL,f9cff3cd7959287708ec2346fdc9f24c,0.6844790796919937,2.0,6.2,6
184,589222369dc8d06afb12ba49,Cafeteria BBR,f9cff3cd7959287708ec2346fdc9f24c,0.8425571089083475,3.0,8.2,1
185,4fe77d33e4b02db7ae89f0a7,Bar,f9cff3cd7959287708ec2346fdc9f24c,0.9444860733477488,2.0,8.2,3
186,5beb3ee39cadd9043837d715,Cyr,f9cff3cd7959287708ec2346fdc9f24c,0.0432893018476096,2.0,8.2,3
187,5e22629249c88c000895a64d,Stem Bar,f9cff3cd7959287708ec2346fdc9f24c,0.9175034076230848,2.0,8.2,2
188,4ad4c06af964a52010f920e3,Else's,0c9cd68aa1bd69a080463ce7f302337c,0.95186509380776,2.0,8.3,8
189,4bf5fa98abdaef3bde2ba184,Tattoo Box Montreal,0c9cd68aa1bd69a080463ce7f302337c,0.8865457763314707,2.0,8.0,3
190,56858d0e498e81a958de42c7,North Star Machines à Piastres,c6315ed8be3d1b1db4e1743fd8cf702d,0.9935915276855994,2.0,7.6,2
191,5d56143cfcdc0c0008656df2,Taverne Atlantic,9fce8c378d9e1fc9d96999ff50a71f6a,0.9879109664804072,2.0,8.2,1
192,5d3243c51eef220008669db8,Boucherie Bar à vin Provisions,9fce8c378d9e1fc9d96999ff50a71f6a,0.9699629621700314,2.0,8.2,1
193,5efc903267cf5200087dd0ef,TAS Café Bistro Lounge,9fce8c378d9e1fc9d96999ff50a71f6a,0.9509445003461146,1.0,8.2,1
194,62ae54bef1d09e5fad4fa820,Wills,9fce8c378d9e1fc9d96999ff50a71f6a,0.9800752174812848,2.0,8.2,2
195,9254c944e4ce43cae9fb8865,Taverne Portara,9fce8c378d9e1fc9d96999ff50a71f6a,0.8996190724673447,2.0,8.2,2
196,4e6aa917d4c01ce017ad2ab9,Le Off Miss Villeray,3da178370890fe8edbd73af1c48b6fa7,0.7673324912400894,3.0,8.2,3
197,d43ce92f4263431eb76f18f5,Raphaël Bistrot Bar à Vins,3da178370890fe8edbd73af1c48b6fa7,0.8996190724673447,2.0,8.2,2
198,568bc64e498ec34f4d922bab,Autos Lajeunesse,3da178370890fe8edbd73af1c48b6fa7,0.029116444368323,2.0,8.2,4
199,6122bffc6f4b773f2d181e56,Le Petit 26,3da178370890fe8edbd73af1c48b6fa7,0.5650517030979041,2.0,8.2,4
200,627f0d9a7b019300c0336743,Chez Josie,3da178370890fe8edbd73af1c48b6fa7,0.9722394684821626,3.0,8.2,2
201,61689accf0825425f7f3c223,Etna,3da178370890fe8edbd73af1c48b6fa7,0.8870595959379706,2.0,8.2,2
202,57c8c0e1498eae8bcbda7374,Bar le Record,8ae2d0c3c6bfb29c5614921e85221107,0.9683572758997196,2.0,8.2,3
