,bar_name,station_id,popularity,review_count,price,total_counts,rating,empty_slots,free_bikes,latitude,longitude,name
141,Bar Henrietta,a32e2261fca6732a8f47eec9fef69017,0.9574314728781748,42.0,3.0,7.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
142,Blue Dog,a32e2261fca6732a8f47eec9fef69017,0.9449605698088162,27.0,1.0,13.0,4.5,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
143,North Star,a32e2261fca6732a8f47eec9fef69017,0.7920362713269448,30.0,2.0,12.0,4.5,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
144,Barfly,a32e2261fca6732a8f47eec9fef69017,0.4369471730621024,41.0,1.0,11.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
145,Les Torchés,a32e2261fca6732a8f47eec9fef69017,0.9359204982500632,36.0,2.0,12.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
146,larrys,a32e2261fca6732a8f47eec9fef69017,0.9188294748401404,108.0,2.0,10.0,4.5,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
147,Le Bayou Bar,a32e2261fca6732a8f47eec9fef69017,0.3427086857004179,2.0,4.0,4.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
148,Chez Serge,a32e2261fca6732a8f47eec9fef69017,0.1364987839659892,35.0,2.0,4.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
149,Bar Kabinet,a32e2261fca6732a8f47eec9fef69017,0.0300050167945846,30.0,2.0,5.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
150,Datcha,a32e2261fca6732a8f47eec9fef69017,0.7274154745402526,20.0,3.0,4.0,3.5,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
151,Primetime Lounge,a32e2261fca6732a8f47eec9fef69017,0.5805225905495328,8.0,1.0,2.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
152,Sparrow,a32e2261fca6732a8f47eec9fef69017,0.0466902556960101,208.0,2.0,9.0,4.0,17,15,45.51689731423111,-73.58910799026489,Parc Jeanne-Mance (du Mont-Royal / du Parc)
153,Bar le Mal Nécessaire,f332a5c6e3f7fc73096885d6efc0f829,0.9816666309847496,2.0,3.0,21.0,4.4,18,1,45.51586835126322,-73.56008380651474,St-Hubert / de Maisonneuve (sud)
154,Sainte-Elisabeth,f332a5c6e3f7fc73096885d6efc0f829,0.972631969570461,68.0,2.0,4.0,4.0,18,1,45.51586835126322,-73.56008380651474,St-Hubert / de Maisonneuve (sud)
155,The Coldroom,f332a5c6e3f7fc73096885d6efc0f829,0.2928140860318783,242.0,2.0,21.0,4.5,18,1,45.51586835126322,-73.56008380651474,St-Hubert / de Maisonneuve (sud)
156,Stereobar,f332a5c6e3f7fc73096885d6efc0f829,0.6097560540542604,6.0,3.0,7.0,2.5,18,1,45.51586835126322,-73.56008380651474,St-Hubert / de Maisonneuve (sud)
157,Bar Zoe Karaoke et Cocktails,0243c740e1d4fe272e0c414cdd900c7d,0.9857700514533244,65.0,2.0,4.0,3.8,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
158,Bar Hélène,0243c740e1d4fe272e0c414cdd900c7d,0.4761680475568591,48.0,2.0,5.0,4.1,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
159,Beamers Bar,0243c740e1d4fe272e0c414cdd900c7d,0.0980610446238055,44.0,2.0,5.0,4.1,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
160,Café Bar Brewski's,0243c740e1d4fe272e0c414cdd900c7d,0.7973053016192454,37.0,2.0,3.0,4.1,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
161,Au Ptit Buck,0243c740e1d4fe272e0c414cdd900c7d,0.379976735390039,59.0,2.0,5.0,4.1,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
162,Bar Excel,0243c740e1d4fe272e0c414cdd900c7d,0.9512014101493644,6.0,3.0,5.0,4.1,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
163,Bar Zoe,0243c740e1d4fe272e0c414cdd900c7d,0.8996190724673447,55.0,2.0,4.0,4.1,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
164,Bar Zoé,0243c740e1d4fe272e0c414cdd900c7d,0.8384662479531066,12.0,1.0,4.0,4.0,8,10,45.55969734528566,-73.60145956277847,CHSLD Joseph-François-Perrault (St-Michel / Everett)
165,Empire Cafe,278e51e3bb2d95cf556a62edff8f95ec,0.475111862810165,88.0,1.0,3.0,4.1,8,10,45.55463653358596,-73.61255215771962,Parc Nicolas-Tillemont (des Érables / Villeray)
166,Chez Momo,278e51e3bb2d95cf556a62edff8f95ec,0.8996190724673447,19.0,2.0,1.0,4.1,8,10,45.55463653358596,-73.61255215771962,Parc Nicolas-Tillemont (des Érables / Villeray)
167,Bar 1370,278e51e3bb2d95cf556a62edff8f95ec,0.8996190724673447,83.0,2.0,2.0,4.1,8,10,45.55463653358596,-73.61255215771962,Parc Nicolas-Tillemont (des Érables / Villeray)
168,Limite08,700cf042fd8763ec6c702d94d5b6689b,0.7328923048377544,82.0,2.0,2.0,4.1,10,15,45.55774990838239,-73.58380123972893,Collège de Rosemont (Beaubien / 15e avenue)
169,Taverne La-Paz,700cf042fd8763ec6c702d94d5b6689b,0.4427769095177946,71.0,2.0,2.0,4.1,10,15,45.55774990838239,-73.58380123972893,Collège de Rosemont (Beaubien / 15e avenue)
170,Ruelle des papillons,700cf042fd8763ec6c702d94d5b6689b,0.1802507725135056,87.0,3.0,3.0,4.1,10,15,45.55774990838239,-73.58380123972893,Collège de Rosemont (Beaubien / 15e avenue)
171,Le Grand Lionel,700cf042fd8763ec6c702d94d5b6689b,0.8996190724673447,19.0,2.0,3.0,4.1,10,15,45.55774990838239,-73.58380123972893,Collège de Rosemont (Beaubien / 15e avenue)
172,Beaubien Deli,700cf042fd8763ec6c702d94d5b6689b,0.980958925108118,8.0,2.0,3.0,4.0,10,15,45.55774990838239,-73.58380123972893,Collège de Rosemont (Beaubien / 15e avenue)
173,Boswell Brasserie Artisanale,82cc3be4d76f16ca475536a6e07461c5,0.97502265801737,36.0,2.0,7.0,4.15,11,7,45.54365380040509,-73.55942063033581,Préfontaine / Marcel-Pépin
174,Le Verre Bouteille,82cc3be4d76f16ca475536a6e07461c5,0.7766998893599404,8.0,2.0,7.0,4.0,11,7,45.54365380040509,-73.55942063033581,Préfontaine / Marcel-Pépin
175,Bar Davidson,0f8246e77098962beaa5e48211a7cff8,0.9615777116472912,1.0,1.0,4.0,2.85,4,6,45.54710313981358,-73.54892447590828,de Chambly / de Rouen
176,Bar St Vincent,0f8246e77098962beaa5e48211a7cff8,0.908326018540324,18.0,2.0,4.0,4.1,4,6,45.54710313981358,-73.54892447590828,de Chambly / de Rouen
177,Blockhaus,0f8246e77098962beaa5e48211a7cff8,0.981623812684208,98.0,3.0,4.0,4.1,4,6,45.54710313981358,-73.54892447590828,de Chambly / de Rouen
178,Brasserie des Patriotes,0f8246e77098962beaa5e48211a7cff8,0.9607427547867292,3.0,1.0,3.0,2.7,4,6,45.54710313981358,-73.54892447590828,de Chambly / de Rouen
179,Davidson Taverne,0f8246e77098962beaa5e48211a7cff8,0.1628331117759187,1.0,1.0,5.0,4.0,4,6,45.54710313981358,-73.54892447590828,de Chambly / de Rouen
180,Ping Pong Club,c8aba35f90d2eeada8a20ea7915c943a,0.9569319260385222,36.0,2.0,5.0,4.05,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
181,Bishop & Bagg,c8aba35f90d2eeada8a20ea7915c943a,0.955968514276335,70.0,2.0,6.0,4.3,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
182,Isle de Garde,c8aba35f90d2eeada8a20ea7915c943a,0.97061237306158,53.0,3.0,4.0,4.55,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
183,Whisky Café,c8aba35f90d2eeada8a20ea7915c943a,0.8980139444932097,37.0,3.0,4.0,3.8,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
184,Nacho Libre,c8aba35f90d2eeada8a20ea7915c943a,0.9636686719904088,61.0,2.0,4.0,3.9,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
185,Bar Waverly,c8aba35f90d2eeada8a20ea7915c943a,0.9615634388804442,53.0,1.0,4.0,3.7,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
186,Bar Tapas Taza Flores,c8aba35f90d2eeada8a20ea7915c943a,0.9264310232860192,88.0,3.0,3.0,3.9,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
187,The Emerald,c8aba35f90d2eeada8a20ea7915c943a,0.9233052873464784,85.0,3.0,2.0,3.85,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
188,Snowbird Tiki Bar,c8aba35f90d2eeada8a20ea7915c943a,0.8081879428660534,36.0,3.0,7.0,3.5,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
189,Waverly,c8aba35f90d2eeada8a20ea7915c943a,0.0775532075608486,54.0,2.0,6.0,3.5,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
190,Pub Bishop & Bagg,c8aba35f90d2eeada8a20ea7915c943a,0.0605616259835337,91.0,2.0,7.0,4.0,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
191,L'Gros Luxe Mile End,c8aba35f90d2eeada8a20ea7915c943a,0.8587751325391936,84.0,2.0,4.0,4.0,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
192,Taverne la Remise,c8aba35f90d2eeada8a20ea7915c943a,0.0132731115915718,7.0,1.0,6.0,3.0,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
193,Mezcaleros,c8aba35f90d2eeada8a20ea7915c943a,0.8428987800761409,17.0,1.0,3.0,3.5,8,12,45.529668174024685,-73.60166944563389,de Gaspé / Marmier
194,Bières Jukebox,0d4d6ab1ff41bf892ecbb0e09a8e2f40,0.8779036160054807,58.0,2.0,4.0,4.1,23,2,45.55970526805903,-73.55155438184738,La Tour de Montréal (Pierre-de-Coubertin / Bennett)
195,Madisons New York Bar & Grill,0d4d6ab1ff41bf892ecbb0e09a8e2f40,0.4663494147613359,36.0,2.0,3.0,3.0,23,2,45.55970526805903,-73.55155438184738,La Tour de Montréal (Pierre-de-Coubertin / Bennett)
196,MaBrasserie,e335f2f5ad674c200bb9795ee863749c,0.965759632333526,80.0,2.0,5.0,4.5,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
197,La Distillerie No 3,e335f2f5ad674c200bb9795ee863749c,0.9546696924932384,93.0,2.0,4.0,4.1,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
198,Quai No.4,e335f2f5ad674c200bb9795ee863749c,0.9562682423801266,43.0,3.0,3.0,4.0,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
199,Verre Bouteille,e335f2f5ad674c200bb9795ee863749c,0.9658952236185746,85.0,1.0,4.0,3.45,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
200,Bar Lounge Lobby,e335f2f5ad674c200bb9795ee863749c,0.9181100002140916,40.0,3.0,2.0,3.2,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
201,La Porte Rouge,e335f2f5ad674c200bb9795ee863749c,0.9208146895316393,94.0,2.0,4.0,3.15,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
202,La Distillerie No.3,e335f2f5ad674c200bb9795ee863749c,0.7873001968639787,17.0,2.0,5.0,4.0,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
203,Le Rosemont,e335f2f5ad674c200bb9795ee863749c,0.9463860009909432,12.0,2.0,7.0,4.0,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
204,Lobby Bar,e335f2f5ad674c200bb9795ee863749c,0.419813339578849,9.0,2.0,5.0,3.0,10,7,45.53946063965585,-73.57605636119843,Messier / St-Joseph
205,Pub BreWskey,30efd061ab22a0caa3dc67f5e027154e,0.9912079756221144,71.0,1.0,7.0,4.45,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
206,Cold Room,30efd061ab22a0caa3dc67f5e027154e,0.9576598371477304,73.0,3.0,9.0,4.35,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
207,Perché,30efd061ab22a0caa3dc67f5e027154e,0.9697274615170524,9.0,2.0,7.0,4.15,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
208,Terrasse Place d'Armes,30efd061ab22a0caa3dc67f5e027154e,0.9753223861211616,68.0,3.0,17.0,4.4,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
209,Modavie,30efd061ab22a0caa3dc67f5e027154e,0.9911294754044544,8.0,2.0,12.0,4.25,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
210,Pub Wolf & Workman,30efd061ab22a0caa3dc67f5e027154e,0.9745017020274466,59.0,2.0,16.0,4.4,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
211,Maison Saint-Paul,30efd061ab22a0caa3dc67f5e027154e,0.2468565521990728,100.0,3.0,13.0,4.5,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
212,Wolf & Workman,30efd061ab22a0caa3dc67f5e027154e,0.9721441673425142,120.0,2.0,21.0,4.5,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
213,Terrasse William Gray,30efd061ab22a0caa3dc67f5e027154e,0.1325520884489368,60.0,3.0,8.0,3.5,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
214,Les 3 Brasseurs,30efd061ab22a0caa3dc67f5e027154e,0.8635291376784824,224.0,2.0,19.0,3.5,12,16,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger)
215,Rebel Brasserie Urbaine,76d6ac391db2e789d1696e32fccf92f6,0.8936393414545377,31.0,3.0,6.0,4.05,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
216,Bar l'aigle Noir,76d6ac391db2e789d1696e32fccf92f6,0.9849279582093386,20.0,2.0,5.0,3.95,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
217,Bar le Stud,76d6ac391db2e789d1696e32fccf92f6,0.993470209167398,74.0,2.0,6.0,3.75,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
218,Bistro Tendresse,76d6ac391db2e789d1696e32fccf92f6,0.9561112419448072,17.0,3.0,4.0,3.9,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
219,Le National,76d6ac391db2e789d1696e32fccf92f6,0.9417028838125416,65.0,2.0,3.0,3.8,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
220,Bar Stock&Lounge,76d6ac391db2e789d1696e32fccf92f6,0.9770708000599456,99.0,2.0,2.0,3.7,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
221,District Video Lounge,76d6ac391db2e789d1696e32fccf92f6,0.9774418919979732,6.0,3.0,5.0,3.65,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
222,Le Stud,76d6ac391db2e789d1696e32fccf92f6,0.9139356778513692,28.0,2.0,7.0,3.5,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
223,Bar Aigle Noir,76d6ac391db2e789d1696e32fccf92f6,0.0473584829702012,18.0,3.0,7.0,3.0,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
224,Macbar et Fromage,76d6ac391db2e789d1696e32fccf92f6,0.997461916505306,44.0,2.0,6.0,4.0,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
225,Saloon Bistro Bar,76d6ac391db2e789d1696e32fccf92f6,0.2959662978254497,95.0,2.0,6.0,3.5,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
226,Lounge l'Un et l'Autre,76d6ac391db2e789d1696e32fccf92f6,0.4808827344851687,2.0,2.0,5.0,3.5,34,1,45.526991277453526,-73.55821162462234,Dorion / Ontario
227,Tiradito,cecb49c91023c7469470569da814659e,0.9509516367295382,150.0,2.0,20.0,4.3,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
228,Nacarat,cecb49c91023c7469470569da814659e,0.9825586789127008,28.0,3.0,25.0,4.45,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
229,Escondite,cecb49c91023c7469470569da814659e,0.9734026989802108,247.0,2.0,43.0,4.35,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
230,Nyks Bistro Pub,cecb49c91023c7469470569da814659e,0.992235614835114,83.0,2.0,22.0,4.4,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
231,Tommy,cecb49c91023c7469470569da814659e,0.9809387198755416,63.0,1.0,15.0,4.2,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
232,Bord'Elle,cecb49c91023c7469470569da814659e,0.974730066297002,14.0,3.0,4.0,3.9,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
233,Botero,cecb49c91023c7469470569da814659e,0.3754003904503459,2.0,2.0,16.0,4.5,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
234,NYK'S,cecb49c91023c7469470569da814659e,0.5459737619936241,188.0,2.0,29.0,4.0,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
235,La Voûte,cecb49c91023c7469470569da814659e,0.3507999969108334,34.0,4.0,13.0,4.0,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
236,Sarah B.,cecb49c91023c7469470569da814659e,0.1723031747682034,28.0,2.0,14.0,4.0,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
237,Le Confessionnal,cecb49c91023c7469470569da814659e,0.6050091545331179,18.0,2.0,12.0,3.0,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
238,Gokudo,cecb49c91023c7469470569da814659e,0.8733954126205556,62.0,2.0,27.0,4.5,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
239,Barroco,cecb49c91023c7469470569da814659e,0.3905885877618696,301.0,3.0,15.0,4.5,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
240,Pub Victoria,cecb49c91023c7469470569da814659e,0.613041321171329,14.0,2.0,11.0,3.0,11,8,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria)
241,Soubois,69f583a85e1a83b443c203b781bfc0c9,0.9849850492767276,38.0,2.0,18.0,4.25,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
242,Bar George,69f583a85e1a83b443c203b781bfc0c9,0.977284891562654,70.0,3.0,17.0,4.25,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
243,Bar Cloakroom,69f583a85e1a83b443c203b781bfc0c9,0.9756506597586476,11.0,3.0,14.0,4.3,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
244,Ye Olde Orchard Pub & Grill,69f583a85e1a83b443c203b781bfc0c9,0.9777987111691536,69.0,2.0,22.0,4.15,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
245,Brass Door,69f583a85e1a83b443c203b781bfc0c9,0.9632333526015686,76.0,1.0,6.0,4.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
246,Upstairs Jazz Bar & Grill,69f583a85e1a83b443c203b781bfc0c9,0.9832152261876728,89.0,2.0,17.0,4.2,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
247,C'Cho-Colat,69f583a85e1a83b443c203b781bfc0c9,0.9745587930948354,49.0,1.0,12.0,4.05,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
248,Cloakroom Bar,69f583a85e1a83b443c203b781bfc0c9,0.9509790774430036,194.0,3.0,22.0,5.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
249,Mad Hatter Pub,69f583a85e1a83b443c203b781bfc0c9,0.5140891895225894,101.0,1.0,26.0,4.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
250,N Sur Mackay,69f583a85e1a83b443c203b781bfc0c9,0.0637601722070617,89.0,2.0,26.0,4.5,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
251,Grumpy's Bar,69f583a85e1a83b443c203b781bfc0c9,0.1270142777302033,36.0,1.0,27.0,4.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
252,Alice Bar,69f583a85e1a83b443c203b781bfc0c9,0.8469342489198514,3.0,2.0,18.0,4.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
253,The Brass Door Pub,69f583a85e1a83b443c203b781bfc0c9,0.3625307756389784,35.0,1.0,7.0,4.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
254,Le Warehouse,69f583a85e1a83b443c203b781bfc0c9,0.6693415962085569,161.0,1.0,17.0,3.5,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
255,Piranha Bar,69f583a85e1a83b443c203b781bfc0c9,0.2273396352792972,22.0,2.0,17.0,3.5,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
256,Sir Winston Churchill Pub,69f583a85e1a83b443c203b781bfc0c9,0.0274163230594334,143.0,2.0,11.0,3.5,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
257,Peel Pub,69f583a85e1a83b443c203b781bfc0c9,0.0205194809472976,109.0,1.0,16.0,3.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
258,Notre-Bœuf-de-Grâce,69f583a85e1a83b443c203b781bfc0c9,0.2065615321595182,56.0,2.0,10.0,4.0,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
259,Ziggy's Pub,69f583a85e1a83b443c203b781bfc0c9,0.6362872352685954,35.0,2.0,7.0,3.5,39,9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley)
260,La Cage,7efdfc0229daac74cfa58a8a39d13ac2,0.99533280524096,83.0,1.0,12.0,4.2,19,10,45.50631445605528,-73.55967122894072,Métro Place-d'Armes (Viger / St-Urbain)
261,Benelux,650b371db12a750bd2db8da8ecfa0890,0.9899876540566772,127.0,1.0,11.0,4.25,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
262,Pullman,650b371db12a750bd2db8da8ecfa0890,0.969534779164615,204.0,2.0,16.0,4.3,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
263,McKibbin's Irish Pub,650b371db12a750bd2db8da8ecfa0890,0.9877182841279696,62.0,2.0,14.0,4.1,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
264,Biiru,650b371db12a750bd2db8da8ecfa0890,0.96940632426299,45.0,2.0,11.0,4.1,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
265,Café Parvis,650b371db12a750bd2db8da8ecfa0890,0.0598954455633857,223.0,2.0,12.0,4.0,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
266,Blvd44,650b371db12a750bd2db8da8ecfa0890,0.8076742169204735,26.0,2.0,5.0,2.5,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
267,Biirū,650b371db12a750bd2db8da8ecfa0890,0.8195754935694478,191.0,2.0,12.0,4.0,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
268,Apartment 200,650b371db12a750bd2db8da8ecfa0890,0.4987408334786752,72.0,2.0,6.0,3.0,3,19,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke
269,Siboire,1013ec013026d8e51b4e126c5c72c5c8,0.9792045787036046,85.0,2.0,4.0,3.85,15,3,45.52723106564012,-73.58672618865965,Métro Laurier (Berri / St-Joseph)
270,Clébard,1013ec013026d8e51b4e126c5c72c5c8,0.8467048579700149,19.0,2.0,7.0,3.5,15,3,45.52723106564012,-73.58672618865965,Métro Laurier (Berri / St-Joseph)
271,Quai des Brumes,1013ec013026d8e51b4e126c5c72c5c8,0.9378009678414944,18.0,1.0,5.0,3.5,15,3,45.52723106564012,-73.58672618865965,Métro Laurier (Berri / St-Joseph)
272,Taverne Metro-Pub,04f6eaaa0d7993020973687c13f41663,0.9615563024970204,84.0,2.0,4.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
273,Bar Sexe Mania,04f6eaaa0d7993020973687c13f41663,0.9524574136319196,63.0,2.0,3.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
274,The Kath Women,04f6eaaa0d7993020973687c13f41663,0.0899612494380098,64.0,1.0,3.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
275,Bar Fullum,04f6eaaa0d7993020973687c13f41663,0.9643252192653808,1.0,2.0,4.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
276,Pro Max Pub,04f6eaaa0d7993020973687c13f41663,0.3763371798439986,64.0,2.0,3.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
277,Pro-Max Pub,04f6eaaa0d7993020973687c13f41663,0.1991978705031864,46.0,2.0,2.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
278,Astral 2000,04f6eaaa0d7993020973687c13f41663,0.9325112219629336,33.0,2.0,1.0,2.6,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
279,Alfred's Damn Right Joint,04f6eaaa0d7993020973687c13f41663,0.8996190724673447,52.0,2.0,2.0,4.1,22,0,45.53370598779895,-73.55217933654784,Métro Frontenac (Ontario / du Havre)
280,Bier Markt,81e413363c9c2b6933f4706dd9fafc6b,0.99135783967401,27.0,2.0,6.0,3.85,22,4,45.49788352593901,-73.56856763362885,Place du Canada (Peel / des Canadiens-de-Montréal)
281,La Cage ,81e413363c9c2b6933f4706dd9fafc6b,0.2645594839865233,36.0,2.0,12.0,3.5,22,4,45.49788352593901,-73.56856763362885,Place du Canada (Peel / des Canadiens-de-Montréal)
282,Henri - Brasserie Francaise,81e413363c9c2b6933f4706dd9fafc6b,0.9536848624113168,44.0,3.0,12.0,4.0,22,4,45.49788352593901,-73.56856763362885,Place du Canada (Peel / des Canadiens-de-Montréal)
283,Ye Olde Orchard,81e413363c9c2b6933f4706dd9fafc6b,0.9325063976946856,83.0,2.0,7.0,4.0,22,4,45.49788352593901,-73.56856763362885,Place du Canada (Peel / des Canadiens-de-Montréal)
284,Etoh Brasserie,f9d30314d14794ea0c378ba2c1ee0c5d,0.9894881072170244,46.0,2.0,4.0,4.2,21,16,45.53613488953656,-73.62258464097977,Gary-Carter / St-Laurent
285,Bar la Québécoise,f9d30314d14794ea0c378ba2c1ee0c5d,0.9044438259578812,13.0,1.0,4.0,3.55,21,16,45.53613488953656,-73.62258464097977,Gary-Carter / St-Laurent
