,bar_name,station_id,popularity,review_count,price,total_counts,rating
48,Action Production a N J,bfc27d829d7ce8c0f9e55b1cab901cbb,0.8996190724673447,75.0,2.0,2.0,4.1
49,Vin Prendre Une Bière,1ff33fd73e2add3c30fcd821850dccd3,0.6761509202366425,51.0,2.0,2.0,4.1
50,Resto Bar Trophys,1ff33fd73e2add3c30fcd821850dccd3,0.978269712475112,83.0,2.0,2.0,4.1
51,Solevino,1ff33fd73e2add3c30fcd821850dccd3,0.3006629700200532,21.0,2.0,2.0,4.1
52,Resto Bar Beauharnois,1ff33fd73e2add3c30fcd821850dccd3,0.0584755257730487,99.0,2.0,4.0,4.1
53,Le Bar Salon Solid Gold Inc,1ff33fd73e2add3c30fcd821850dccd3,0.9777630292520356,58.0,2.0,4.0,4.1
54,Pub Pit Caribou,2501128835e132f929d56798aa789839,0.9676079556402406,96.0,2.0,3.0,4.2
55,Le Royal,2501128835e132f929d56798aa789839,0.0782647170067153,80.0,3.0,4.0,4.25
56,Grenade - Resto-bar et terrasse,2501128835e132f929d56798aa789839,0.9634545804877004,52.0,2.0,5.0,4.0
57,Barraca Rhumerie,2501128835e132f929d56798aa789839,0.925867248995554,10.0,1.0,3.0,3.7
58,Marconi,00c210cb99cf9d1b923c1548938aee56,0.9641682188300612,53.0,2.0,5.0,4.5
59,Brasserie Harricana,00c210cb99cf9d1b923c1548938aee56,0.9738380183690508,3.0,2.0,6.0,4.4
60,Birra,00c210cb99cf9d1b923c1548938aee56,0.9846995939397832,76.0,2.0,6.0,4.05
61,Vices & Versa Bistro du Terroir Inc,00c210cb99cf9d1b923c1548938aee56,0.9729459704411,4.0,2.0,5.0,4.25
62,Yïsst,00c210cb99cf9d1b923c1548938aee56,0.9680718205627752,78.0,2.0,4.0,4.25
63,Bar le Vestiaire,00c210cb99cf9d1b923c1548938aee56,0.987418556024178,36.0,2.0,6.0,4.05
64,Cicchetti,00c210cb99cf9d1b923c1548938aee56,0.9682930484489072,87.0,2.0,7.0,3.95
65,Huis Clos,00c210cb99cf9d1b923c1548938aee56,0.9449428018868598,17.0,2.0,6.0,4.0
66,Bar St-Denis,00c210cb99cf9d1b923c1548938aee56,0.9759075695618974,48.0,2.0,5.0,3.45
67,Notre Dame des Quilles,00c210cb99cf9d1b923c1548938aee56,0.944792937834964,36.0,2.0,1.0,3.6
68,Taverne Cobra,f9bb106633ce38eeec6728faed3155ad,0.9416457927451526,75.0,1.0,1.0,3.7
69,Miss Villeray,f9bb106633ce38eeec6728faed3155ad,0.9518080027403713,2.0,2.0,4.0,3.55
71,Buvette Chez Simone,a32e2261fca6732a8f47eec9fef69017,0.944899983586318,118.0,2.0,6.0,4.5
72,Darling,a32e2261fca6732a8f47eec9fef69017,0.9799039442791182,40.0,3.0,10.0,4.6
73,Salon Daome,a32e2261fca6732a8f47eec9fef69017,0.4863088484018069,32.0,1.0,11.0,4.25
74,Le Majestique,a32e2261fca6732a8f47eec9fef69017,0.976735390039036,204.0,2.0,10.0,4.5
75,Brasserie Dieu du Ciel,a32e2261fca6732a8f47eec9fef69017,0.9624340776581244,34.0,2.0,8.0,4.55
76,Casa del Popolo,a32e2261fca6732a8f47eec9fef69017,0.9515510929371214,26.0,2.0,9.0,4.1
77,Réservoir,a32e2261fca6732a8f47eec9fef69017,0.9639898092444712,65.0,1.0,10.0,4.25
78,Bar Suzanne,a32e2261fca6732a8f47eec9fef69017,0.9591085229827228,48.0,2.0,8.0,4.15
79,Bar Henrietta,a32e2261fca6732a8f47eec9fef69017,0.9574314728781748,42.0,3.0,7.0,4.0
80,Bar le Mal Nécessaire,f332a5c6e3f7fc73096885d6efc0f829,0.9816666309847496,2.0,3.0,21.0,4.4
81,Sainte-Elisabeth,f332a5c6e3f7fc73096885d6efc0f829,0.972631969570461,68.0,2.0,4.0,4.0
82,Bar Zoe Karaoke et Cocktails,0243c740e1d4fe272e0c414cdd900c7d,0.9857700514533244,65.0,2.0,4.0,3.8
83,Bar Hélène,0243c740e1d4fe272e0c414cdd900c7d,0.4761680475568591,48.0,2.0,5.0,4.1
84,Beamers Bar,0243c740e1d4fe272e0c414cdd900c7d,0.0980610446238055,44.0,2.0,5.0,4.1
85,Café Bar Brewski's,0243c740e1d4fe272e0c414cdd900c7d,0.7973053016192454,37.0,2.0,3.0,4.1
86,Au Ptit Buck,0243c740e1d4fe272e0c414cdd900c7d,0.379976735390039,59.0,2.0,5.0,4.1
87,Bar Excel,0243c740e1d4fe272e0c414cdd900c7d,0.9512014101493644,6.0,3.0,5.0,4.1
88,Bar Zoe,0243c740e1d4fe272e0c414cdd900c7d,0.8996190724673447,55.0,2.0,4.0,4.1
89,Empire Cafe,278e51e3bb2d95cf556a62edff8f95ec,0.475111862810165,88.0,1.0,3.0,4.1
90,Chez Momo,278e51e3bb2d95cf556a62edff8f95ec,0.8996190724673447,19.0,2.0,1.0,4.1
91,Bar 1370,278e51e3bb2d95cf556a62edff8f95ec,0.8996190724673447,83.0,2.0,2.0,4.1
92,Limite08,700cf042fd8763ec6c702d94d5b6689b,0.7328923048377544,82.0,2.0,2.0,4.1
93,Taverne La-Paz,700cf042fd8763ec6c702d94d5b6689b,0.4427769095177946,71.0,2.0,2.0,4.1
94,Ruelle des papillons,700cf042fd8763ec6c702d94d5b6689b,0.1802507725135056,87.0,3.0,3.0,4.1
95,Le Grand Lionel,700cf042fd8763ec6c702d94d5b6689b,0.8996190724673447,19.0,2.0,3.0,4.1
96,Boswell Brasserie Artisanale,82cc3be4d76f16ca475536a6e07461c5,0.97502265801737,36.0,2.0,7.0,4.15
97,Bar Davidson,0f8246e77098962beaa5e48211a7cff8,0.9615777116472912,1.0,1.0,4.0,2.85
98,Bar St Vincent,0f8246e77098962beaa5e48211a7cff8,0.908326018540324,18.0,2.0,4.0,4.1
99,Blockhaus,0f8246e77098962beaa5e48211a7cff8,0.981623812684208,98.0,3.0,4.0,4.1
100,Brasserie des Patriotes,0f8246e77098962beaa5e48211a7cff8,0.9607427547867292,3.0,1.0,3.0,2.7
101,Ping Pong Club,c8aba35f90d2eeada8a20ea7915c943a,0.9569319260385222,36.0,2.0,5.0,4.05
102,Bishop & Bagg,c8aba35f90d2eeada8a20ea7915c943a,0.955968514276335,70.0,2.0,6.0,4.3
103,Isle de Garde,c8aba35f90d2eeada8a20ea7915c943a,0.97061237306158,53.0,3.0,4.0,4.55
104,Whisky Café,c8aba35f90d2eeada8a20ea7915c943a,0.8980139444932097,37.0,3.0,4.0,3.8
105,Nacho Libre,c8aba35f90d2eeada8a20ea7915c943a,0.9636686719904088,61.0,2.0,4.0,3.9
106,Bar Waverly,c8aba35f90d2eeada8a20ea7915c943a,0.9615634388804442,53.0,1.0,4.0,3.7
107,Bar Tapas Taza Flores,c8aba35f90d2eeada8a20ea7915c943a,0.9264310232860192,88.0,3.0,3.0,3.9
108,The Emerald,c8aba35f90d2eeada8a20ea7915c943a,0.9233052873464784,85.0,3.0,2.0,3.85
109,Bières Jukebox,0d4d6ab1ff41bf892ecbb0e09a8e2f40,0.8779036160054807,58.0,2.0,4.0,4.1
110,MaBrasserie,e335f2f5ad674c200bb9795ee863749c,0.965759632333526,80.0,2.0,5.0,4.5
111,La Distillerie No 3,e335f2f5ad674c200bb9795ee863749c,0.9546696924932384,93.0,2.0,4.0,4.1
112,Quai No.4,e335f2f5ad674c200bb9795ee863749c,0.9562682423801266,43.0,3.0,3.0,4.0
113,Verre Bouteille,e335f2f5ad674c200bb9795ee863749c,0.9658952236185746,85.0,1.0,4.0,3.45
114,Bar Lounge Lobby,e335f2f5ad674c200bb9795ee863749c,0.9181100002140916,40.0,3.0,2.0,3.2
115,La Porte Rouge,e335f2f5ad674c200bb9795ee863749c,0.9208146895316393,94.0,2.0,4.0,3.15
116,Pub BreWskey,30efd061ab22a0caa3dc67f5e027154e,0.9912079756221144,71.0,1.0,7.0,4.45
117,Cold Room,30efd061ab22a0caa3dc67f5e027154e,0.9576598371477304,73.0,3.0,9.0,4.35
118,Perché,30efd061ab22a0caa3dc67f5e027154e,0.9697274615170524,9.0,2.0,7.0,4.15
119,Terrasse Place d'Armes,30efd061ab22a0caa3dc67f5e027154e,0.9753223861211616,68.0,3.0,17.0,4.4
120,Modavie,30efd061ab22a0caa3dc67f5e027154e,0.9911294754044544,8.0,2.0,12.0,4.25
121,Pub Wolf & Workman,30efd061ab22a0caa3dc67f5e027154e,0.9745017020274466,59.0,2.0,16.0,4.4
122,Rebel Brasserie Urbaine,76d6ac391db2e789d1696e32fccf92f6,0.8936393414545377,31.0,3.0,6.0,4.05
123,Bar l'aigle Noir,76d6ac391db2e789d1696e32fccf92f6,0.9849279582093386,20.0,2.0,5.0,3.95
124,Bar le Stud,76d6ac391db2e789d1696e32fccf92f6,0.993470209167398,74.0,2.0,6.0,3.75
125,Bistro Tendresse,76d6ac391db2e789d1696e32fccf92f6,0.9561112419448072,17.0,3.0,4.0,3.9
126,Le National,76d6ac391db2e789d1696e32fccf92f6,0.9417028838125416,65.0,2.0,3.0,3.8
127,Bar Stock&Lounge,76d6ac391db2e789d1696e32fccf92f6,0.9770708000599456,99.0,2.0,2.0,3.7
128,District Video Lounge,76d6ac391db2e789d1696e32fccf92f6,0.9774418919979732,6.0,3.0,5.0,3.65
129,Tiradito,cecb49c91023c7469470569da814659e,0.9509516367295382,150.0,2.0,20.0,4.3
130,Nacarat,cecb49c91023c7469470569da814659e,0.9825586789127008,28.0,3.0,25.0,4.45
131,Escondite,cecb49c91023c7469470569da814659e,0.9734026989802108,247.0,2.0,43.0,4.35
132,Nyks Bistro Pub,cecb49c91023c7469470569da814659e,0.992235614835114,83.0,2.0,22.0,4.4
133,Tommy,cecb49c91023c7469470569da814659e,0.9809387198755416,63.0,1.0,15.0,4.2
134,Bord'Elle,cecb49c91023c7469470569da814659e,0.974730066297002,14.0,3.0,4.0,3.9
135,Soubois,69f583a85e1a83b443c203b781bfc0c9,0.9849850492767276,38.0,2.0,18.0,4.25
136,Bar George,69f583a85e1a83b443c203b781bfc0c9,0.977284891562654,70.0,3.0,17.0,4.25
137,Bar Cloakroom,69f583a85e1a83b443c203b781bfc0c9,0.9756506597586476,11.0,3.0,14.0,4.3
138,Ye Olde Orchard Pub & Grill,69f583a85e1a83b443c203b781bfc0c9,0.9777987111691536,69.0,2.0,22.0,4.15
140,Brass Door,69f583a85e1a83b443c203b781bfc0c9,0.9632333526015686,76.0,1.0,6.0,4.0
141,Upstairs Jazz Bar & Grill,69f583a85e1a83b443c203b781bfc0c9,0.9832152261876728,89.0,2.0,17.0,4.2
142,C'Cho-Colat,69f583a85e1a83b443c203b781bfc0c9,0.9745587930948354,49.0,1.0,12.0,4.05
143,La Cage,7efdfc0229daac74cfa58a8a39d13ac2,0.99533280524096,83.0,1.0,12.0,4.2
144,Benelux,650b371db12a750bd2db8da8ecfa0890,0.9899876540566772,127.0,1.0,11.0,4.25
145,Pullman,650b371db12a750bd2db8da8ecfa0890,0.969534779164615,204.0,2.0,16.0,4.3
146,McKibbin's Irish Pub,650b371db12a750bd2db8da8ecfa0890,0.9877182841279696,62.0,2.0,14.0,4.1
147,Biiru,650b371db12a750bd2db8da8ecfa0890,0.96940632426299,45.0,2.0,11.0,4.1
148,Siboire,1013ec013026d8e51b4e126c5c72c5c8,0.9792045787036046,85.0,2.0,4.0,3.85
149,Taverne Metro-Pub,04f6eaaa0d7993020973687c13f41663,0.9615563024970204,84.0,2.0,4.0,4.1
150,Bar Sexe Mania,04f6eaaa0d7993020973687c13f41663,0.9524574136319196,63.0,2.0,3.0,4.1
151,The Kath Women,04f6eaaa0d7993020973687c13f41663,0.0899612494380098,64.0,1.0,3.0,4.1
152,Bar Fullum,04f6eaaa0d7993020973687c13f41663,0.9643252192653808,1.0,2.0,4.0,4.1
153,Pro Max Pub,04f6eaaa0d7993020973687c13f41663,0.3763371798439986,64.0,2.0,3.0,4.1
154,Pro-Max Pub,04f6eaaa0d7993020973687c13f41663,0.1991978705031864,46.0,2.0,2.0,4.1
155,Astral 2000,04f6eaaa0d7993020973687c13f41663,0.9325112219629336,33.0,2.0,1.0,2.6
156,Alfred's Damn Right Joint,04f6eaaa0d7993020973687c13f41663,0.8996190724673447,52.0,2.0,2.0,4.1
157,Bier Markt,81e413363c9c2b6933f4706dd9fafc6b,0.99135783967401,27.0,2.0,6.0,3.85
158,Etoh Brasserie,f9d30314d14794ea0c378ba2c1ee0c5d,0.9894881072170244,46.0,2.0,4.0,4.2
159,Bar la Québécoise,f9d30314d14794ea0c378ba2c1ee0c5d,0.9044438259578812,13.0,1.0,4.0,3.55
160,Bar Pam Pam,9836aac1ee4659e9103ab4a3ac10c9e0,0.81946377214955,89.0,1.0,4.0,4.1
161,Ritz Bar,9836aac1ee4659e9103ab4a3ac10c9e0,0.4635366488970719,46.0,2.0,2.0,4.1
162,Cozmos Café Bar,9836aac1ee4659e9103ab4a3ac10c9e0,0.9908154745338158,81.0,1.0,4.0,4.1
163,Bande Paul,9836aac1ee4659e9103ab4a3ac10c9e0,0.5851477588187858,69.0,2.0,3.0,4.1
164,Bar Sportivo,9836aac1ee4659e9103ab4a3ac10c9e0,0.9392979225987854,33.0,1.0,1.0,2.85
165,Kamehameha Snack-Bar,6086b10ac3a09a5ad176d6a32deaf0ad,0.9050504185488878,93.0,2.0,1.0,3.65
166,Le Bureau Bar a Tapas,ede6b6e636d0057c3569441aad58f64c,0.9452425299906514,74.0,3.0,16.0,4.15
167,Monopole,ede6b6e636d0057c3569441aad58f64c,0.9713117386370936,21.0,1.0,11.0,4.35
168,Zibo,ede6b6e636d0057c3569441aad58f64c,0.9882178309676224,54.0,2.0,9.0,3.9
169,Milky Way Cocktail Bar,ede6b6e636d0057c3569441aad58f64c,0.9785551678120562,9.0,3.0,6.0,4.3
170,Bird Bar,ede6b6e636d0057c3569441aad58f64c,0.9537490990315928,69.0,1.0,8.0,3.95
171,Knox Taverne,ede6b6e636d0057c3569441aad58f64c,0.9693278240453304,98.0,2.0,7.0,4.05
172,New City Gas,ede6b6e636d0057c3569441aad58f64c,0.9793901246726184,72.0,2.0,9.0,3.85
173,Lord William Pub,ede6b6e636d0057c3569441aad58f64c,0.98012517216525,72.0,1.0,9.0,3.75
174,Resto-pub le 100 génies,ede6b6e636d0057c3569441aad58f64c,0.9895737438181078,34.0,2.0,5.0,3.25
175,Association Montréal Beach,ede6b6e636d0057c3569441aad58f64c,0.4137746472842493,30.0,2.0,1.0,4.1
176,Le Vin Papillon,444448176f019fa75930cba6037f6ed8,0.9511300463151284,145.0,3.0,11.0,4.55
177,Burgundy Lion,444448176f019fa75930cba6037f6ed8,0.9686998223040528,43.0,2.0,11.0,4.35
178,Atwater Cocktail Club,444448176f019fa75930cba6037f6ed8,0.9870117821690324,120.0,3.0,8.0,4.35
179,Drinkerie Ste-Cunégonde,444448176f019fa75930cba6037f6ed8,0.9665303617432758,84.0,2.0,8.0,3.75
180,El Gordo,444448176f019fa75930cba6037f6ed8,0.950152361786094,79.0,2.0,8.0,3.6
181,Moose Bawr,444448176f019fa75930cba6037f6ed8,0.983372226622992,81.0,2.0,3.0,3.8
182,Kampai Garden,444448176f019fa75930cba6037f6ed8,0.9794043974394656,95.0,1.0,3.0,3.6
183,Paperplane MTL,f9cff3cd7959287708ec2346fdc9f24c,0.6844790796919937,5.0,2.0,6.0,3.1
184,Cafeteria BBR,f9cff3cd7959287708ec2346fdc9f24c,0.8425571089083475,10.0,3.0,1.0,4.1
185,Bar,f9cff3cd7959287708ec2346fdc9f24c,0.9444860733477488,69.0,2.0,3.0,4.1
186,Cyr,f9cff3cd7959287708ec2346fdc9f24c,0.0432893018476096,6.0,2.0,3.0,4.1
187,Stem Bar,f9cff3cd7959287708ec2346fdc9f24c,0.9175034076230848,73.0,2.0,2.0,4.1
188,Else's,0c9cd68aa1bd69a080463ce7f302337c,0.95186509380776,122.0,2.0,8.0,4.15
189,Tattoo Box Montreal,0c9cd68aa1bd69a080463ce7f302337c,0.8865457763314707,43.0,2.0,3.0,4.0
190,North Star Machines à Piastres,c6315ed8be3d1b1db4e1743fd8cf702d,0.9935915276855994,10.0,2.0,2.0,3.8
191,Taverne Atlantic,9fce8c378d9e1fc9d96999ff50a71f6a,0.9879109664804072,76.0,2.0,1.0,4.1
192,Boucherie Bar à vin Provisions,9fce8c378d9e1fc9d96999ff50a71f6a,0.9699629621700314,62.0,2.0,1.0,4.1
193,TAS Café Bistro Lounge,9fce8c378d9e1fc9d96999ff50a71f6a,0.9509445003461146,72.0,1.0,1.0,4.1
194,Wills,9fce8c378d9e1fc9d96999ff50a71f6a,0.9800752174812848,99.0,2.0,2.0,4.1
195,Taverne Portara,9fce8c378d9e1fc9d96999ff50a71f6a,0.8996190724673447,15.0,2.0,2.0,4.1
196,Le Off Miss Villeray,3da178370890fe8edbd73af1c48b6fa7,0.7673324912400894,32.0,3.0,3.0,4.1
197,Raphaël Bistrot Bar à Vins,3da178370890fe8edbd73af1c48b6fa7,0.8996190724673447,2.0,2.0,2.0,4.1
198,Autos Lajeunesse,3da178370890fe8edbd73af1c48b6fa7,0.029116444368323,98.0,2.0,4.0,4.1
199,Le Petit 26,3da178370890fe8edbd73af1c48b6fa7,0.5650517030979041,58.0,2.0,4.0,4.1
200,Chez Josie,3da178370890fe8edbd73af1c48b6fa7,0.9722394684821626,54.0,3.0,2.0,4.1
201,Etna,3da178370890fe8edbd73af1c48b6fa7,0.8870595959379706,98.0,2.0,2.0,4.1
202,Bar le Record,8ae2d0c3c6bfb29c5614921e85221107,0.9683572758997196,83.0,2.0,3.0,4.1
203,Bistro Bar Bizzwack,8ae2d0c3c6bfb29c5614921e85221107,0.1413003917874499,79.0,2.0,3.0,4.1
204,Bar Cafe EVA,73eda86efde149b545d1e7646de05cd6,0.3844012931126763,40.0,2.0,1.0,4.1
205,SuWu,4752f08cc123b7e93771ee25c318efee,0.917703226358946,16.0,2.0,3.0,4.0
206,Bar Chez Pierre,4c87345d7a652a966f526460dfa264c5,0.6158342075403027,32.0,2.0,2.0,4.1
207,Porto Lounge,4c87345d7a652a966f526460dfa264c5,0.6713624069594011,3.0,3.0,2.0,4.1
208,Bar Pamplemousse,eb0fd4c2ab7be34b815978bb8ebfbe65,0.9779271660707788,45.0,2.0,4.0,4.0
209,Foufounes Electriques,eb0fd4c2ab7be34b815978bb8ebfbe65,0.9900661542743368,90.0,1.0,3.0,3.95
210,Bar Taboo,75029d868bd65133941f05b6d4fa2daf,0.9839502736803044,69.0,2.0,3.0,2.9
211,Bar le Jockey,5e32fab9110f792cab5784b893f3a1af,0.9601147530454516,64.0,2.0,3.0,3.95
212,Bar Tennesse,5e32fab9110f792cab5784b893f3a1af,0.90285954883784,67.0,1.0,2.0,4.1
213,Bar Coucou,5e32fab9110f792cab5784b893f3a1af,0.0986034097639998,81.0,2.0,1.0,4.1
214,Bar la Plaza,5e32fab9110f792cab5784b893f3a1af,0.8730151933603089,5.0,1.0,2.0,4.1
215,Bar 1650,5e32fab9110f792cab5784b893f3a1af,0.9283007557430044,7.0,2.0,1.0,4.1
216,Le Système,5e32fab9110f792cab5784b893f3a1af,0.9573244271268206,20.0,2.0,2.0,4.1
217,Helm Brasseur Gourmand,462e77d533503e90f53675acf2f9ddcc,0.9609711190562846,87.0,2.0,1.0,3.7
218,Billard Eljumelgi,e61bdf615b9672bd815d52f210429d3c,0.3704353907526743,47.0,2.0,2.0,4.1
219,Nhâu Bar,81835dccb50d8900b00cc0a3ea1b480f,0.9657739051003732,48.0,2.0,9.0,4.0
220,Boho,81835dccb50d8900b00cc0a3ea1b480f,0.7775375195358496,41.0,3.0,2.0,4.15
221,Méchant Bœuf Bar & Brasserie,81835dccb50d8900b00cc0a3ea1b480f,0.9546411469595438,19.0,2.0,7.0,4.1
222,Philemon Bar,81835dccb50d8900b00cc0a3ea1b480f,0.9552834214676686,76.0,2.0,5.0,4.0
223,Bistro-Brasserie les Soeurs Grises,81835dccb50d8900b00cc0a3ea1b480f,0.9723821961506348,75.0,2.0,2.0,3.65
224,Randolph Pub Ludique,2b9e2e02951cbf0f3386b55b303d7105,0.9538061900989816,16.0,1.0,3.0,3.8
225,Broue Pub Brouhaha,2b9e2e02951cbf0f3386b55b303d7105,0.9821947233580964,6.0,2.0,5.0,4.2
226,Pub Rosemont,2b9e2e02951cbf0f3386b55b303d7105,0.967215454551942,95.0,3.0,4.0,3.9
227,Bar Taverne les Torchés,2b9e2e02951cbf0f3386b55b303d7105,0.2045144761537748,18.0,2.0,2.0,4.1
228,Le Lexor Lounge,2b9e2e02951cbf0f3386b55b303d7105,0.5366917153724835,54.0,2.0,2.0,4.1
229,Bar Rolex,2b9e2e02951cbf0f3386b55b303d7105,0.6437017848094942,32.0,2.0,2.0,4.1
230,Pub Papineau,2b9e2e02951cbf0f3386b55b303d7105,0.5065833137082789,68.0,2.0,1.0,4.1
231,Dice Club,2b9e2e02951cbf0f3386b55b303d7105,0.7230797776302925,48.0,2.0,1.0,4.1
232,Vinvinvin,07151bf35f8c11187f1e4e0c0311b250,0.9736810179337316,81.0,2.0,4.0,4.1
233,Nestor,07151bf35f8c11187f1e4e0c0311b250,0.9653528584783804,96.0,2.0,3.0,3.75
234,Arabica Lounge,16fb65f48b8435b23e10d3e232fd5f0c,0.9725106510522598,78.0,1.0,2.0,3.75
235,Jono Bar,26aa0933324c9525e24f3b802787f507,0.952849914720218,27.0,2.0,2.0,4.1
236,Le Diplomate,7fb17e275b3e5006964621b39f5decbd,0.921927965345722,18.0,3.0,1.0,3.3
237,Bar Chez P.P,5fe27f765b1c3a37dd8b9f9e155ebfff,0.8841907698016799,43.0,2.0,1.0,4.1
238,Le Bar Loic,d63041391198f1496b84b02d71a3ed90,0.9726391059538848,4.0,3.0,3.0,4.3
239,L'Annexe St-Ambroise (L’Annexe St-Ambroise),d63041391198f1496b84b02d71a3ed90,0.9359580951565366,78.0,1.0,3.0,4.3
240,Terrasse St-Ambroise,d63041391198f1496b84b02d71a3ed90,0.980967265409236,66.0,2.0,3.0,4.2
241,Cordova,d63041391198f1496b84b02d71a3ed90,0.941909838931826,82.0,1.0,4.0,4.25
