y_id,bar_name,station_id,review_count,rating,price,total_counts
gFE-uZ2CnS6Bdr_3-RM1WQ,El Furniture Warehouse,4752f08cc123b7e93771ee25c318efee,22.0,4.0,1.0,4
svd-Hr6EmIWP2IjqNbplRQ,Abreuvoir Bar & Terrasse,4752f08cc123b7e93771ee25c318efee,25.0,4.0,2.0,1
EzZF5s0bmDcJKifpTdmiXA,Mme Lee,4752f08cc123b7e93771ee25c318efee,31.0,3.0,2.0,4
9dn5pee_n2dWQfN57xoJpg,Bar De Courcelle,4c87345d7a652a966f526460dfa264c5,27.0,4.0,1.0,6
4fRMyuZzat8rVzQGm7eTwg,Cordova,4c87345d7a652a966f526460dfa264c5,20.0,4.5,2.0,6
Adq9HEkjkM5qMppiwa7OLg,Cadet,eb0fd4c2ab7be34b815978bb8ebfbe65,115.0,4.5,3.0,5
MhINNBBwzGn4-n_YI67wog,MVP Bar Sportif,eb0fd4c2ab7be34b815978bb8ebfbe65,52.0,3.0,2.0,2
GqJXM5UE05_-5UvhuIr_5g,La Marche à Côté,268397f44e5cae3f431fc80129c14fd5,2.0,3.0,2.0,3
gYAM9MZ_s-YKIUZSZ2Evyg,Les 3 Brasseurs,3cbb64215b647b4779187f72b150a036,329.0,3.0,2.0,19
ra8gsMEo0i5mlO_169Tygg,The Emerald,462e77d533503e90f53675acf2f9ddcc,33.0,3.5,2.0,3
FRuuIDOd21pTJHvEGIt1Gg,Holder,81835dccb50d8900b00cc0a3ea1b480f,377.0,4.0,3.0,7
ZG7QfG8o6ylQYfxXM95luA,La Catrina,81835dccb50d8900b00cc0a3ea1b480f,47.0,4.0,2.0,10
SNMkOEOmJndZTXuyGVc8hw,The Farsides,81835dccb50d8900b00cc0a3ea1b480f,39.0,3.0,2.0,7
OVh3nyxQVUa15cxQdtkZQA,Somwhr Liquor Lounge,81835dccb50d8900b00cc0a3ea1b480f,7.0,2.5,2.0,6
zWPCyy1VEqoO3J_IcUWDTQ,Le Saint-Sulpice,81835dccb50d8900b00cc0a3ea1b480f,76.0,3.5,2.0,6
uFZ7Q8JCgGJAaObiYs3ksg,Bord'Elle Boutique Bar and Eatery,81835dccb50d8900b00cc0a3ea1b480f,65.0,3.5,4.0,1
CSvqBrjruPrl7ioULpkYtw,Randolph Pub Ludique,2b9e2e02951cbf0f3386b55b303d7105,16.0,4.5,2.0,16
gMLmr0YQhf489vw934OINA,Andrews Bar,16fb65f48b8435b23e10d3e232fd5f0c,11.0,3.5,1.0,10
fQaIzHM__ItyxahTuGQ2IQ,Riverside,d63041391198f1496b84b02d71a3ed90,25.0,4.0,1.0,3
o7y1SUS_lH4TycXeKIQcZQ,Loïc,d63041391198f1496b84b02d71a3ed90,24.0,3.0,3.0,3
kYWKmXgfcN1nzt50Ulgcyw,Cafe Del Monko,d63041391198f1496b84b02d71a3ed90,1.0,5.0,1.0,3
jdgOBjF-txwzIkXNIEvUWw,Elena,d63041391198f1496b84b02d71a3ed90,57.0,4.0,3.0,3
7hdEAII1LHvU9WWiyo2l_g,Taverne Saint-Sacrement,f07d83b19d7555633ed07b8705e1439c,27.0,3.5,2.0,2
__fyRzU8kL6HkVV3wgxfmQ,Beaumonde Par Mademoiselle,1e35b33de4e369aeedcdd6de0f62c2cb,5.0,3.0,2.0,2
wROj9KOvOHgKwXlG9PUsIA,McKibbin's Irish Pub,7b28024fd4c90ded38fc0447771d1ca4,124.0,3.5,2.0,7
nOOFiJqPddK8QL1Wfw1wZQ,Shehrazad,7b28024fd4c90ded38fc0447771d1ca4,5.0,4.0,2.0,6
eHbY4WUzUye96OmtPaXfGg,Crobar,7b28024fd4c90ded38fc0447771d1ca4,5.0,3.0,1.0,1
2lqPBsK4Q32yWvnlYqXoIA,Joverse,3e138c9acff07bff5f9e684c01bc564f,55.0,3.5,2.0,2
lLaX4U3_IfiWIFDqv78dcA,Furco,014e10dba2d92bd20c826b88864dc6b6,64.0,3.5,2.0,4
ze1qR5KCkfL9bNAOYDE9tQ,Ace Bar,014e10dba2d92bd20c826b88864dc6b6,6.0,2.5,2.0,3
HckbDALXYG34UZwRxi_gUw,La P'tite Grenouille Montréal,12d398be5955fed8787b107d04ba8cab,25.0,3.0,2.0,3
eIDCXxjiize_E8H5IgMASw,Galt,f7b1f88c4f4e3231537dd0a5a7397287,1.0,3.0,3.0,1
QxOdvCdkCKl11P0Xyu1T8Q,Nuvoo,f7b1f88c4f4e3231537dd0a5a7397287,2.0,1.0,1.0,2
DrIGFIi_EB4LGNZH7opJuw,St-Laurent Bifteck,b7ea33e5396a99849c76067836da7f21,51.0,4.0,1.0,2
ZWtkJlM4Ixvg6McG2M3JnA,Ye Olde Orchard,d1c5df1e255b5babc511fd7d2cf91997,53.0,4.0,2.0,7
EWpT_nrndQrjSpj6ayvokw,Broue Pub Brouhaha,7eaaf829040807e1e2c7091f2866f62e,9.0,4.0,2.0,7
uaf_yrwWo35aWM0_qJCgrw,Pincette,3cc8af25d891cb13e3301e4a612d0383,38.0,4.5,3.0,5
ZntrjpC6xAPHPVIYc_TUmA,John Michael's Pub,3cc8af25d891cb13e3301e4a612d0383,48.0,3.0,2.0,4
jsaZ2JDgCMl2uk2cRmVPjg,Pub St-Paul,3cc8af25d891cb13e3301e4a612d0383,51.0,2.5,2.0,3
8cV0JQ4iNx8WdkwznhMc2g,Perché,3f155bd80f721e2f372821f3a7b08512,42.0,3.5,3.0,2
Y1Yprra4ZSyAIMW9Zm75dA,Méchant Bœuf Bar & Brasserie,d5193bc68b01855a79fd8c694ef2e2f9,182.0,3.5,3.0,2
GLLEx4gIfD4EPKH5y_ySVw,Arabica Lounge,ac728f271b196e19899f2323fb8d7795,8.0,4.0,2.0,1
YMJ7E1AcjDF5kN7hVkWd_w,Vargas,7214c61eb7f8d875d6db8db935ad16ea,95.0,3.5,3.0,1
EyCO8HurmdWYbVCdxPg-Ig,L'Gros Luxe Plateau,15f3a0b338dba26f99a8df6fab3fdbc7,42.0,3.5,2.0,1
